-2.75567, 4.02561, 0.70086, 4.92853, 2.17107, 1.42811, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 1.00000, 0.36592, 0.36592, 0.36592, 0.00000, 0.00000, -2.57917, 4.19812, 0.83846, -0.76653, -1.37444, 1.98030, 0.39414
-3.48430, 3.15040, 1.49161, 4.92852, 2.40648, 1.26333, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 1.00000, 0.33372, 0.33372, 0.33372, 0.00000, 0.00000, -3.21143, 3.34990, 1.86068, -0.64123, -2.88604, 2.59457, 1.29147
-2.21782, 3.93313, 1.97536, 4.92852, 2.08423, 1.15840, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 2.00000, 0.49658, 0.45494, 0.47576, 0.00043, 0.02082, -1.79491, 4.04314, 2.28534, -0.64123, -0.60432, 1.05443, 0.54989
-2.85909, 3.75484, 1.40973, 4.92550, 2.22158, 1.28053, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 1.00000, 0.29844, 0.29844, 0.29844, 0.00000, 0.00000, -2.65371, 4.01645, 1.33380, 2.00000, 0.48132, 0.29844, 0.38988, 0.00836, 0.09144, -2.60432, 4.04086, 1.36405, -0.19150, -1.25387, 1.66465, 0.58922
-3.93313, 1.97536, 2.21782, 4.92852, 2.67616, 1.10403, 1.00000, 0.12215, 0.12215, 0.12215, 0.00000, 0.00000, -4.28888, 1.34754, 2.18391, 1.00000, 0.12215, 0.12215, 0.12215, 0.00000, 0.00000, -4.28888, 1.34754, 2.18391, 3.00000, 0.42316, 0.12215, 0.29854, 0.01644, 0.12822, -4.25599, 1.57242, 2.06435, -0.64123, -10.56672, 5.51065, 6.05607
-4.02561, 0.70086, 2.75567, 4.92853, 2.96922, 0.97747, 2.00000, 0.12396, 0.10648, 0.11522, 0.00008, 0.00874, -3.91873, 0.70433, 2.99632, 9.00000, 0.29077, 0.10648, 0.20367, 0.00327, 0.05716, -4.08424, 0.71517, 2.75938, 10.00000, 0.41397, 0.10648, 0.22470, 0.00692, 0.08319, -4.09909, 0.76625, 2.71630, -0.76653, 9.35336, -1.86160, -6.49176
-3.15040, 1.49161, 3.48430, 4.92852, 2.69940, 0.78559, 2.00000, 0.09011, 0.06890, 0.07950, 0.00011, 0.01060, -3.29712, 1.33275, 3.49063, 5.00000, 0.28955, 0.06890, 0.20356, 0.01031, 0.10153, -3.41201, 1.20515, 3.42510, 8.00000, 0.48461, 0.06890, 0.27638, 0.01673, 0.12935, -3.27391, 1.36395, 3.48222, -0.64123, -1.63909, 0.81587, 1.82322
-3.75484, 1.40973, 2.85909, 4.92550, 2.78243, 0.95149, 3.00000, 0.10786, 0.08453, 0.09647, 0.00009, 0.00953, -3.69738, 1.12618, 3.14604, 5.00000, 0.29199, 0.08453, 0.16189, 0.00688, 0.08297, -3.76146, 1.17690, 3.05198, 6.00000, 0.43992, 0.08453, 0.20823, 0.01647, 0.12834, -3.77792, 1.22289, 3.01379, -0.19150, -9.32863, 3.30198, 7.02665
-1.49161, 3.48430, 3.15040, 4.92852, 1.97528, 0.87732, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 6.00000, 0.29078, 0.16902, 0.22718, 0.00209, 0.04571, -1.62818, 3.73064, 2.87160, 7.00000, 0.40424, 0.16902, 0.25247, 0.00563, 0.07503, -1.55726, 3.70809, 2.93261, -0.64123, -0.30829, 0.68893, 0.61936
-1.97536, 2.21782, 3.93313, 4.92852, 2.29844, 0.64677, 2.00000, 0.08333, 0.07431, 0.07882, 0.00002, 0.00451, -2.28499, 2.10197, 3.91676, 5.00000, 0.27656, 0.07431, 0.17315, 0.00683, 0.08263, -2.14526, 2.18570, 3.93873, 6.00000, 0.44342, 0.07431, 0.21820, 0.01584, 0.12584, -2.10555, 2.20807, 3.94853, -0.64123, -0.49591, 0.54500, 0.95092
-0.70086, 2.75567, 4.02561, 4.92853, 1.81985, 0.61496, 1.00000, 0.11415, 0.11415, 0.11415, 0.00000, 0.00000, -1.05932, 2.46427, 4.21922, 2.00000, 0.22807, 0.11415, 0.17111, 0.00324, 0.05696, -0.99802, 2.43629, 4.24874, 3.00000, 0.38379, 0.11415, 0.24200, 0.01221, 0.11052, -1.04437, 2.43176, 4.23616, -0.76653, -0.13313, 0.46424, 0.66888
-1.40973, 2.85909, 3.75484, 4.92550, 2.02888, 0.70390, 1.00000, 0.11726, 0.11726, 0.11726, 0.00000, 0.00000, -1.49847, 2.79041, 3.85801, 1.00000, 0.11726, 0.11726, 0.11726, 0.00000, 0.00000, -1.49847, 2.79041, 3.85801, 1.00000, 0.11726, 0.11726, 0.11726, 0.00000, 0.00000, -1.49847, 2.79041, 3.85801, -0.19150, -0.25296, 0.53830, 0.71466
-3.47499, 2.68919, 2.20355, 4.91558, 2.48299, 1.10596, 1.00000, 0.13996, 0.13996, 0.13996, 0.00000, 0.00000, -3.21167, 3.06039, 2.27485, 5.00000, 0.31065, 0.13996, 0.22994, 0.00322, 0.05671, -3.36111, 2.90140, 2.26453, 7.00000, 0.45569, 0.13996, 0.28451, 0.01009, 0.10043, -3.33515, 2.88076, 2.33206, 1.50586, -2.37638, 1.85065, 1.52573
-2.68919, 2.20355, 3.47499, 4.91558, 2.45513, 0.78564, 1.00000, 0.11509, 0.11509, 0.11509, 0.00000, 0.00000, -2.43354, 2.55738, 3.53780, 3.00000, 0.29847, 0.11509, 0.22980, 0.00666, 0.08164, -2.55247, 2.17128, 3.69081, 4.00000, 0.35767, 0.11509, 0.26177, 0.00806, 0.08980, -2.55559, 2.06881, 3.74603, 1.50586, -0.90211, 0.74373, 1.15838
-2.20355, 3.47499, 2.68919, 4.91558, 2.13592, 0.99193, 1.00000, 0.16449, 0.16449, 0.16449, 0.00000, 0.00000, -2.44625, 3.17501, 2.98615, 3.00000, 0.26037, 0.16449, 0.22450, 0.00182, 0.04270, -2.23441, 3.36599, 2.90265, 3.00000, 0.26037, 0.16449, 0.22450, 0.00182, 0.04270, -2.23441, 3.36599, 2.90265, 1.50586, -0.56481, 0.87972, 0.68510
-2.83550, 2.83550, 2.83550, 4.91123, 2.35619, 0.95532, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 1.00000, 0.19995, 0.19995, 0.19995, 0.00000, 0.00000, -2.95256, 3.15633, 2.50188, 3.00000, 0.40738, 0.19995, 0.31955, 0.00768, 0.08761, -2.86649, 2.95290, 2.81314, 2.20394, -1.00000, 1.00000, 1.00000
-2.05481, 4.45876, 0.43315, 4.92853, 2.00263, 1.48280, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 2.00000, 0.28235, 0.23211, 0.25723, 0.00063, 0.02512, -2.04498, 4.52580, 0.54696, 2.00000, 0.28235, 0.23211, 0.25723, 0.00063, 0.02512, -2.04498, 4.52580, 0.54696, -0.76653, -0.65917, 1.49537, 0.16379
-1.50894, 4.37124, 1.70460, 4.92852, 1.90319, 1.21764, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 1.00000, 0.48048, 0.48048, 0.48048, 0.00000, 0.00000, -2.00181, 4.29389, 1.53274, -0.64123, -0.30980, 0.93889, 0.37091
-0.72621, 4.85499, 0.43811, 4.92852, 1.71928, 1.48179, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 1.00000, 0.30918, 0.30918, 0.30918, 0.00000, 0.00000, -0.65040, 4.88488, 0.79108, 1.00000, 0.30918, 0.30918, 0.30918, 0.00000, 0.00000, -0.65040, 4.88488, 0.79108, -0.64123, -0.14496, 1.04077, 0.10419
-1.44936, 4.62611, 0.87126, 4.92550, 1.87441, 1.39297, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -0.19150, -0.38457, 1.17386, 0.21070
-0.78273, 3.92241, 2.87963, 4.92852, 1.76776, 0.94680, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 1.00000, 0.28515, 0.28515, 0.28515, 0.00000, 0.00000, -0.79957, 4.10439, 2.73242, 1.00000, 0.28515, 0.28515, 0.28515, 0.00000, 0.00000, -0.79957, 4.10439, 2.73242, -0.64123, -0.12779, 0.65841, 0.46938
0.00000, 3.18882, 3.75791, 4.92853, 1.57080, 0.70366, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 3.00000, 0.48245, 0.36674, 0.43124, 0.00232, 0.04817, 0.26104, 3.35474, 3.65775, -0.76653, -0.00000, 0.46930, 0.53070
0.78273, 3.92241, 2.87963, 4.92852, 1.37383, 0.94680, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -0.64123, 0.10178, 0.52439, 0.37383
0.00000, 3.73035, 3.21637, 4.92550, 1.57080, 0.85925, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -0.19150, -0.00000, 0.52918, 0.47082
0.72621, 4.85499, 0.43811, 4.92852, 1.42232, 1.48179, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -0.64123, 0.11238, 0.80685, 0.08077
1.50894, 4.37124, 1.70460, 4.92852, 1.23841, 1.21764, 1.00000, 0.13753, 0.13753, 0.13753, 0.00000, 0.00000, 1.45859, 4.50365, 1.59845, 1.00000, 0.13753, 0.13753, 0.13753, 0.00000, 0.00000, 1.45859, 4.50365, 1.59845, 1.00000, 0.13753, 0.13753, 0.13753, 0.00000, 0.00000, 1.45859, 4.50365, 1.59845, -0.64123, 0.19128, 0.57970, 0.22901
2.05481, 4.45876, 0.43315, 4.92853, 1.13896, 1.48280, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 1.00000, 0.25902, 0.25902, 0.25902, 0.00000, 0.00000, 2.11395, 4.48929, 0.59334, 1.00000, 0.25902, 0.25902, 0.25902, 0.00000, 0.00000, 2.11395, 4.48929, 0.59334, -0.76653, 0.28433, 0.64502, 0.07065
1.44936, 4.62611, 0.87126, 4.92550, 1.26718, 1.39297, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 1.00000, 0.21467, 0.21467, 0.21467, 0.00000, 0.00000, 1.24449, 4.65933, 1.29049, 1.00000, 0.21467, 0.21467, 0.21467, 0.00000, 0.00000, 1.24449, 4.65933, 1.29049, -0.19150, 0.21738, 0.66353, 0.11910
-0.78579, 4.35121, 2.14766, 4.91558, 1.74946, 1.11864, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 2.00000, 0.31699, 0.21157, 0.26428, 0.00278, 0.05271, -0.51428, 4.42484, 2.25060, 2.00000, 0.31699, 0.21157, 0.26428, 0.00278, 0.05271, -0.51428, 4.42484, 2.25060, 1.50586, -0.13352, 0.76051, 0.37301
0.78579, 4.35121, 2.14766, 4.91558, 1.39213, 1.11864, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 1.50586, 0.10538, 0.60022, 0.29439
0.00000, 4.83686, 0.87622, 4.91558, 1.57080, 1.39159, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 1.00000, 0.41558, 0.41558, 0.41558, 0.00000, 0.00000, -0.19061, 4.83988, 1.22876, 1.50586, -0.00000, 0.84303, 0.15697
0.00000, 4.58794, 1.75244, 4.91123, 1.57080, 1.20593, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 2.20394, 0.00000, 0.72361, 0.27639
-2.05481, 4.45876, -0.43315, 4.92853, 2.00263, 1.65880, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 1.00000, 0.30597, 0.30597, 0.30597, 0.00000, 0.00000, -1.71814, 4.65454, -0.54996, 1.00000, 0.30597, 0.30597, 0.30597, 0.00000, 0.00000, -1.71814, 4.65454, -0.54996, -0.76653, -0.98030, 2.22389, -0.24359
-0.72621, 4.85499, -0.43811, 4.92852, 1.71928, 1.65981, 1.00000, 0.15581, 0.15581, 0.15581, 0.00000, 0.00000, -0.73746, 4.86130, -0.88225, 1.00000, 0.15581, 0.15581, 0.15581, 0.00000, 0.00000, -0.73746, 4.86130, -0.88225, 3.00000, 0.46219, 0.15581, 0.32369, 0.01608, 0.12679, -0.82911, 4.84671, -0.83588, -0.64123, -0.18312, 1.31474, -0.13162
-1.50894, 4.37124, -1.70460, 4.92852, 1.90319, 1.92396, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -0.64123, -1.19997, 3.63662, -1.43665
-1.44936, 4.62611, -0.87126, 4.92550, 1.87441, 1.74862, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 2.00000, 0.31145, 0.30413, 0.30779, 0.00001, 0.00366, -1.82372, 4.56061, -0.92172, 2.00000, 0.31145, 0.30413, 0.30779, 0.00001, 0.00366, -1.82372, 4.56061, -0.92172, -0.19150, -0.66465, 2.02881, -0.36416
0.72621, 4.85499, -0.43811, 4.92852, 1.42232, 1.65981, 1.00000, 0.16449, 0.16449, 0.16449, 0.00000, 0.00000, 0.31202, 4.96084, -0.52829, 1.00000, 0.16449, 0.16449, 0.16449, 0.00000, 0.00000, 0.31202, 4.96084, -0.52829, 1.00000, 0.16449, 0.16449, 0.16449, 0.00000, 0.00000, 0.31202, 4.96084, -0.52829, -0.64123, 0.13403, 0.96230, -0.09634
2.05481, 4.45876, -0.43315, 4.92853, 1.13896, 1.65880, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -0.76653, 0.33112, 0.75116, -0.08228
1.50894, 4.37124, -1.70460, 4.92852, 1.23841, 1.92396, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -0.64123, 0.35294, 1.06961, -0.42255
1.44936, 4.62611, -0.87126, 4.92550, 1.26718, 1.74862, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 3.00000, 0.48956, 0.33457, 0.39914, 0.00434, 0.06587, 1.45496, 4.66298, -0.95228, -0.19150, 0.28534, 0.87099, -0.15634
-0.78273, 3.92241, -2.87963, 4.92852, 1.76776, 2.19479, 1.00000, 0.11860, 0.11860, 0.11860, 0.00000, 0.00000, -1.13779, 3.90954, -2.87758, 1.00000, 0.11860, 0.11860, 0.11860, 0.00000, 0.00000, -1.13779, 3.90954, -2.87758, 1.00000, 0.11860, 0.11860, 0.11860, 0.00000, 0.00000, -1.13779, 3.90954, -2.87758, -0.64123, -2.08678, 10.75154, -7.66476
