-2.75567, 4.02561, 0.70086, 4.92853, 2.17107, 1.42811, 8.00000, 0.15157, 0.05691, 0.09974, 0.00143, 0.03776, -2.75221, 4.06696, 0.83304, 18.00000, 0.31873, 0.05691, 0.18211, 0.00737, 0.08583, -2.73928, 4.07073, 0.82412, 23.00000, 0.44796, 0.05691, 0.22668, 0.01324, 0.11506, -2.75289, 4.06909, 0.79676, -0.76653, -1.37444, 1.98030, 0.39414, -2.85909, 3.75484, 1.40973, 4.92550, 2.22158, 1.28053, 7.00000, 0.12022, 0.05845, 0.09019, 0.00048, 0.02181, -2.90541, 3.78595, 1.42726, 18.00000, 0.31167, 0.05845, 0.16539, 0.00504, 0.07098, -2.85892, 3.78073, 1.52719, 23.00000, 0.44429, 0.05845, 0.21525, 0.01321, 0.11495, -2.86833, 3.78080, 1.50761, -0.19150, -1.25387, 1.66465, 0.58922, -2.05481, 4.45876, 0.43315, 4.92853, 2.00263, 1.48280, 4.00000, 0.12578, 0.09367, 0.10535, 0.00015, 0.01218, -2.30705, 4.40358, 0.42221, 10.00000, 0.33017, 0.09367, 0.20602, 0.00817, 0.09037, -2.18414, 4.43628, 0.54444, 15.00000, 0.45802, 0.09367, 0.27475, 0.01526, 0.12354, -2.11264, 4.46951, 0.52237, -0.76653, -0.65917, 1.49537, 0.16379, -3.18882, 3.75791, 0.00000, 4.92853, 2.27446, 1.57080, 5.00000, 0.14940, 0.03598, 0.08803, 0.00151, 0.03882, -3.31008, 3.71099, -0.08265, 9.00000, 0.27637, 0.03598, 0.16121, 0.00811, 0.09006, -3.34943, 3.68254, -0.13292, 12.00000, 0.44736, 0.03598, 0.21748, 0.01610, 0.12688, -3.31100, 3.71634, -0.13489, -0.76653, -7.64229, 8.64229, 0.00000, 0.47826, 0.52174, 0.00000
-3.48430, 3.15040, 1.49161, 4.92852, 2.40648, 1.26333, 27.00000, 0.16530, 0.01671, 0.08473, 0.00145, 0.03803, -3.51467, 3.11198, 1.62839, 41.00000, 0.32876, 0.01671, 0.14567, 0.00882, 0.09393, -3.54220, 3.09505, 1.59745, 48.00000, 0.48551, 0.01671, 0.18420, 0.01670, 0.12923, -3.52367, 3.11298, 1.60761, -0.64123, -2.88604, 2.59457, 1.29147, -2.85909, 3.75484, 1.40973, 4.92550, 2.22158, 1.28053, 7.00000, 0.12022, 0.05845, 0.09019, 0.00048, 0.02181, -2.90541, 3.78595, 1.42726, 18.00000, 0.31167, 0.05845, 0.16539, 0.00504, 0.07098, -2.85892, 3.78073, 1.52719, 23.00000, 0.44429, 0.05845, 0.21525, 0.01321, 0.11495, -2.86833, 3.78080, 1.50761, -0.19150, -1.25387, 1.66465, 0.58922, -3.47499, 2.68919, 2.20355, 4.91558, 2.48299, 1.10596, 24.00000, 0.15171, 0.01344, 0.08008, 0.00186, 0.04317, -3.50491, 2.67499, 2.30738, 35.00000, 0.32393, 0.01344, 0.12452, 0.00618, 0.07859, -3.47656, 2.69796, 2.32673, 39.00000, 0.46057, 0.01344, 0.15526, 0.01393, 0.11802, -3.45788, 2.72505, 2.31933, 1.50586, -2.37638, 1.85065, 1.52573, -3.92241, 2.87963, 0.78273, 4.92852, 2.50831, 1.41130, 19.00000, 0.15204, 0.04609, 0.10012, 0.00069, 0.02621, -4.01291, 2.81079, 0.87646, 27.00000, 0.30986, 0.04609, 0.14405, 0.00545, 0.07383, -4.01700, 2.79296, 0.89973, 29.00000, 0.48176, 0.04609, 0.16273, 0.01010, 0.10048, -4.00289, 2.81976, 0.87482, -0.64123, 10.75154, -7.66476, -2.08678, 0.62500, 0.37500, 0.00000
-2.21782, 3.93313, 1.97536, 4.92852, 2.08423, 1.15840, 22.00000, 0.15990, 0.02601, 0.09938, 0.00155, 0.03937, -2.29120, 3.85809, 2.13329, 31.00000, 0.30856, 0.02601, 0.14744, 0.00718, 0.08473, -2.28713, 3.88141, 2.08999, 39.00000, 0.48567, 0.02601, 0.20653, 0.01961, 0.14003, -2.25409, 3.90207, 2.08583, -0.64123, -0.60432, 1.05443, 0.54989, -2.85909, 3.75484, 1.40973, 4.92550, 2.22158, 1.28053, 7.00000, 0.12022, 0.05845, 0.09019, 0.00048, 0.02181, -2.90541, 3.78595, 1.42726, 18.00000, 0.31167, 0.05845, 0.16539, 0.00504, 0.07098, -2.85892, 3.78073, 1.52719, 23.00000, 0.44429, 0.05845, 0.21525, 0.01321, 0.11495, -2.86833, 3.78080, 1.50761, -0.19150, -1.25387, 1.66465, 0.58922, -2.20355, 3.47499, 2.68919, 4.91558, 2.13592, 0.99193, 25.00000, 0.13741, 0.01663, 0.08591, 0.00086, 0.02934, -2.30807, 3.41625, 2.78647, 33.00000, 0.32887, 0.01663, 0.12987, 0.00757, 0.08698, -2.27329, 3.44515, 2.78274, 42.00000, 0.44460, 0.01663, 0.18758, 0.01834, 0.13543, -2.27930, 3.42042, 2.81001, 1.50586, -0.56481, 0.87972, 0.68510, -1.50894, 4.37124, 1.70460, 4.92852, 1.90319, 1.21764, 5.00000, 0.14711, 0.02860, 0.09999, 0.00181, 0.04252, -1.85047, 4.33245, 1.58374, 13.00000, 0.26448, 0.02860, 0.17494, 0.00467, 0.06834, -1.63108, 4.38700, 1.67131, 19.00000, 0.47812, 0.02860, 0.24611, 0.01487, 0.12192, -1.56749, 4.39925, 1.69190, -0.64123, -0.30980, 0.93889, 0.37091, 0.30769, 0.69231, 0.00000
-2.85909, 3.75484, 1.40973, 4.92550, 2.22158, 1.28053, 7.00000, 0.12022, 0.05845, 0.09019, 0.00048, 0.02181, -2.90541, 3.78595, 1.42726, 18.00000, 0.31167, 0.05845, 0.16539, 0.00504, 0.07098, -2.85892, 3.78073, 1.52719, 23.00000, 0.44429, 0.05845, 0.21525, 0.01321, 0.11495, -2.86833, 3.78080, 1.50761, -0.19150, -1.25387, 1.66465, 0.58922, -2.75567, 4.02561, 0.70086, 4.92853, 2.17107, 1.42811, 8.00000, 0.15157, 0.05691, 0.09974, 0.00143, 0.03776, -2.75221, 4.06696, 0.83304, 18.00000, 0.31873, 0.05691, 0.18211, 0.00737, 0.08583, -2.73928, 4.07073, 0.82412, 23.00000, 0.44796, 0.05691, 0.22668, 0.01324, 0.11506, -2.75289, 4.06909, 0.79676, -0.76653, -1.37444, 1.98030, 0.39414, -3.48430, 3.15040, 1.49161, 4.92852, 2.40648, 1.26333, 27.00000, 0.16530, 0.01671, 0.08473, 0.00145, 0.03803, -3.51467, 3.11198, 1.62839, 41.00000, 0.32876, 0.01671, 0.14567, 0.00882, 0.09393, -3.54220, 3.09505, 1.59745, 48.00000, 0.48551, 0.01671, 0.18420, 0.01670, 0.12923, -3.52367, 3.11298, 1.60761, -0.64123, -2.88604, 2.59457, 1.29147, -2.21782, 3.93313, 1.97536, 4.92852, 2.08423, 1.15840, 22.00000, 0.15990, 0.02601, 0.09938, 0.00155, 0.03937, -2.29120, 3.85809, 2.13329, 31.00000, 0.30856, 0.02601, 0.14744, 0.00718, 0.08473, -2.28713, 3.88141, 2.08999, 39.00000, 0.48567, 0.02601, 0.20653, 0.01961, 0.14003, -2.25409, 3.90207, 2.08583, -0.64123, -0.60432, 1.05443, 0.54989, 0.26087, 0.73913, 0.00000
-3.93313, 1.97536, 2.21782, 4.92852, 2.67616, 1.10403, 63.00000, 0.16147, 0.01023, 0.07174, 0.00139, 0.03722, -3.97375, 1.91787, 2.29474, 76.00000, 0.31689, 0.01023, 0.10176, 0.00598, 0.07734, -3.96433, 1.91281, 2.31242, 82.00000, 0.38784, 0.01023, 0.12027, 0.00991, 0.09953, -3.96611, 1.91956, 2.30288, -0.64123, -10.56672, 5.51065, 6.05607, -3.75484, 1.40973, 2.85909, 4.92550, 2.78243, 0.95149, 93.00000, 0.16052, 0.01111, 0.05990, 0.00146, 0.03823, -3.73054, 1.44307, 2.96129, 107.00000, 0.32084, 0.01111, 0.08591, 0.00610, 0.07813, -3.73007, 1.46166, 2.95116, 110.00000, 0.48984, 0.01111, 0.09526, 0.00917, 0.09574, -3.73343, 1.45998, 2.94675, -0.19150, -9.32863, 3.30198, 7.02665, -3.47499, 2.68919, 2.20355, 4.91558, 2.48299, 1.10596, 24.00000, 0.15171, 0.01344, 0.08008, 0.00186, 0.04317, -3.50491, 2.67499, 2.30738, 35.00000, 0.32393, 0.01344, 0.12452, 0.00618, 0.07859, -3.47656, 2.69796, 2.32673, 39.00000, 0.46057, 0.01344, 0.15526, 0.01393, 0.11802, -3.45788, 2.72505, 2.31933, 1.50586, -2.37638, 1.85065, 1.52573, -4.37124, 1.70460, 1.50894, 4.92852, 2.76977, 1.25963, 46.00000, 0.15902, 0.01714, 0.08124, 0.00143, 0.03778, -4.41763, 1.65088, 1.59252, 59.00000, 0.32674, 0.01714, 0.11405, 0.00533, 0.07299, -4.42053, 1.67446, 1.55910, 63.00000, 0.44661, 0.01714, 0.13267, 0.01017, 0.10085, -4.42025, 1.67892, 1.55481, -0.64123, 3.63662, -1.43665, -1.19997, 0.62195, 0.37805, 0.00000
-4.02561, 0.70086, 2.75567, 4.92853, 2.96922, 0.97747, 135.00000, 0.16435, 0.00616, 0.05531, 0.00169, 0.04108, -4.03527, 0.70109, 2.82646, 148.00000, 0.26323, 0.00616, 0.06894, 0.00356, 0.05966, -4.03999, 0.69096, 2.82217, 153.00000, 0.48873, 0.00616, 0.07923, 0.00667, 0.08169, -4.04199, 0.68750, 2.82016, -0.76653, 9.35336, -1.86160, -6.49176, -3.75484, 1.40973, 2.85909, 4.92550, 2.78243, 0.95149, 93.00000, 0.16052, 0.01111, 0.05990, 0.00146, 0.03823, -3.73054, 1.44307, 2.96129, 107.00000, 0.32084, 0.01111, 0.08591, 0.00610, 0.07813, -3.73007, 1.46166, 2.95116, 110.00000, 0.48984, 0.01111, 0.09526, 0.00917, 0.09574, -3.73343, 1.45998, 2.94675, -0.19150, -9.32863, 3.30198, 7.02665, -4.45876, 0.43315, 2.05481, 4.92853, 3.04475, 1.14074, 72.00000, 0.16608, 0.00852, 0.06665, 0.00171, 0.04136, -4.47380, 0.43218, 2.12759, 90.00000, 0.29794, 0.00852, 0.09891, 0.00590, 0.07680, -4.48529, 0.42720, 2.10650, 96.00000, 0.44685, 0.00852, 0.11821, 0.01115, 0.10561, -4.49095, 0.41443, 2.09771, -0.76653, 2.22389, -0.24359, -0.98030, -3.75791, 0.00000, 3.18882, 4.92853, 3.14159, 0.86714, 199.00000, 0.16177, 0.00703, 0.04953, 0.00145, 0.03810, -3.76788, -0.01459, 3.24848, 228.00000, 0.31928, 0.00703, 0.07360, 0.00553, 0.07439, -3.76327, -0.03048, 3.25352, 239.00000, 0.45762, 0.00703, 0.08912, 0.01032, 0.10157, -3.76493, -0.02840, 3.25156, -0.76653, 8.64229, -0.00000, -7.64229, 0.77778, 0.22222, 0.00000
-3.15040, 1.49161, 3.48430, 4.92852, 2.69940, 0.78559, 131.00000, 0.16078, 0.00821, 0.06069, 0.00153, 0.03909, -3.19534, 1.49683, 3.49882, 164.00000, 0.29475, 0.00821, 0.09156, 0.00525, 0.07247, -3.17251, 1.49750, 3.51896, 170.00000, 0.47366, 0.00821, 0.10323, 0.00885, 0.09407, -3.16921, 1.49938, 3.52118, -0.64123, -1.63909, 0.81587, 1.82322, -3.75484, 1.40973, 2.85909, 4.92550, 2.78243, 0.95149, 93.00000, 0.16052, 0.01111, 0.05990, 0.00146, 0.03823, -3.73054, 1.44307, 2.96129, 107.00000, 0.32084, 0.01111, 0.08591, 0.00610, 0.07813, -3.73007, 1.46166, 2.95116, 110.00000, 0.48984, 0.01111, 0.09526, 0.00917, 0.09574, -3.73343, 1.45998, 2.94675, -0.19150, -9.32863, 3.30198, 7.02665, -2.68919, 2.20355, 3.47499, 4.91558, 2.45513, 0.78564, 59.00000, 0.16630, 0.02207, 0.07291, 0.00158, 0.03980, -2.78115, 2.28219, 3.44016, 74.00000, 0.30814, 0.02207, 0.10561, 0.00598, 0.07730, -2.79048, 2.24764, 3.45483, 76.00000, 0.45440, 0.02207, 0.11467, 0.00885, 0.09408, -2.79088, 2.24374, 3.45762, 1.50586, -0.90211, 0.74373, 1.15838, -2.87963, 0.78273, 3.92241, 4.92852, 2.87619, 0.65037, 195.00000, 0.16078, 0.00550, 0.05493, 0.00161, 0.04015, -2.87573, 0.76351, 3.98273, 220.00000, 0.32635, 0.00550, 0.07460, 0.00467, 0.06836, -2.87409, 0.76610, 3.98395, 223.00000, 0.46060, 0.00550, 0.07918, 0.00617, 0.07857, -2.87148, 0.76675, 3.98554, -0.64123, -1.48153, 0.40335, 2.07817, 0.65882, 0.34118, 0.00000
-3.75484, 1.40973, 2.85909, 4.92550, 2.78243, 0.95149, 93.00000, 0.16052, 0.01111, 0.05990, 0.00146, 0.03823, -3.73054, 1.44307, 2.96129, 107.00000, 0.32084, 0.01111, 0.08591, 0.00610, 0.07813, -3.73007, 1.46166, 2.95116, 110.00000, 0.48984, 0.01111, 0.09526, 0.00917, 0.09574, -3.73343, 1.45998, 2.94675, -0.19150, -9.32863, 3.30198, 7.02665, -3.93313, 1.97536, 2.21782, 4.92852, 2.67616, 1.10403, 63.00000, 0.16147, 0.01023, 0.07174, 0.00139, 0.03722, -3.97375, 1.91787, 2.29474, 76.00000, 0.31689, 0.01023, 0.10176, 0.00598, 0.07734, -3.96433, 1.91281, 2.31242, 82.00000, 0.38784, 0.01023, 0.12027, 0.00991, 0.09953, -3.96611, 1.91956, 2.30288, -0.64123, -10.56672, 5.51065, 6.05607, -4.02561, 0.70086, 2.75567, 4.92853, 2.96922, 0.97747, 135.00000, 0.16435, 0.00616, 0.05531, 0.00169, 0.04108, -4.03527, 0.70109, 2.82646, 148.00000, 0.26323, 0.00616, 0.06894, 0.00356, 0.05966, -4.03999, 0.69096, 2.82217, 153.00000, 0.48873, 0.00616, 0.07923, 0.00667, 0.08169, -4.04199, 0.68750, 2.82016, -0.76653, 9.35336, -1.86160, -6.49176, -3.15040, 1.49161, 3.48430, 4.92852, 2.69940, 0.78559, 131.00000, 0.16078, 0.00821, 0.06069, 0.00153, 0.03909, -3.19534, 1.49683, 3.49882, 164.00000, 0.29475, 0.00821, 0.09156, 0.00525, 0.07247, -3.17251, 1.49750, 3.51896, 170.00000, 0.47366, 0.00821, 0.10323, 0.00885, 0.09407, -3.16921, 1.49938, 3.52118, -0.64123, -1.63909, 0.81587, 1.82322, 0.64545, 0.35455, 0.00000
-1.49161, 3.48430, 3.15040, 4.92852, 1.97528, 0.87732, 29.00000, 0.15783, 0.02370, 0.08675, 0.00143, 0.03781, -1.54945, 3.46197, 3.21174, 42.00000, 0.32798, 0.02370, 0.13389, 0.00673, 0.08205, -1.58384, 3.47996, 3.17517, 50.00000, 0.42245, 0.02370, 0.17121, 0.01310, 0.11444, -1.59231, 3.49241, 3.15562, -0.64123, -0.30829, 0.68893, 0.61936, -1.40973, 2.85909, 3.75484, 4.92550, 2.02888, 0.70390, 42.00000, 0.16475, 0.01856, 0.07853, 0.00159, 0.03986, -1.48977, 2.86833, 3.78230, 51.00000, 0.29810, 0.01856, 0.10261, 0.00437, 0.06609, -1.50041, 2.87489, 3.77269, 55.00000, 0.47290, 0.01856, 0.12460, 0.01049, 0.10244, -1.50512, 2.88820, 3.76075, -0.19150, -0.25296, 0.53830, 0.71466, -2.20355, 3.47499, 2.68919, 4.91558, 2.13592, 0.99193, 25.00000, 0.13741, 0.01663, 0.08591, 0.00086, 0.02934, -2.30807, 3.41625, 2.78647, 33.00000, 0.32887, 0.01663, 0.12987, 0.00757, 0.08698, -2.27329, 3.44515, 2.78274, 42.00000, 0.44460, 0.01663, 0.18758, 0.01834, 0.13543, -2.27930, 3.42042, 2.81001, 1.50586, -0.56481, 0.87972, 0.68510, -0.78273, 3.92241, 2.87963, 4.92852, 1.76776, 0.94680, 14.00000, 0.15927, 0.04354, 0.10192, 0.00125, 0.03538, -0.78638, 3.93652, 2.91996, 22.00000, 0.26041, 0.04354, 0.14347, 0.00405, 0.06364, -0.80208, 3.98909, 2.84868, 29.00000, 0.49579, 0.04354, 0.20829, 0.01706, 0.13060, -0.79712, 3.98365, 2.86276, -0.64123, -0.12779, 0.65841, 0.46938, 0.46000, 0.54000, 0.00000
-1.97536, 2.21782, 3.93313, 4.92852, 2.29844, 0.64677, 66.00000, 0.15970, 0.01501, 0.08335, 0.00176, 0.04189, -2.06287, 2.18598, 3.96132, 81.00000, 0.32897, 0.01501, 0.11000, 0.00501, 0.07080, -2.07397, 2.20075, 3.94589, 87.00000, 0.46606, 0.01501, 0.13102, 0.01072, 0.10354, -2.06661, 2.21712, 3.94009, -0.64123, -0.49591, 0.54500, 0.95092, -1.40973, 2.85909, 3.75484, 4.92550, 2.02888, 0.70390, 42.00000, 0.16475, 0.01856, 0.07853, 0.00159, 0.03986, -1.48977, 2.86833, 3.78230, 51.00000, 0.29810, 0.01856, 0.10261, 0.00437, 0.06609, -1.50041, 2.87489, 3.77269, 55.00000, 0.47290, 0.01856, 0.12460, 0.01049, 0.10244, -1.50512, 2.88820, 3.76075, -0.19150, -0.25296, 0.53830, 0.71466, -2.68919, 2.20355, 3.47499, 4.91558, 2.45513, 0.78564, 59.00000, 0.16630, 0.02207, 0.07291, 0.00158, 0.03980, -2.78115, 2.28219, 3.44016, 74.00000, 0.30814, 0.02207, 0.10561, 0.00598, 0.07730, -2.79048, 2.24764, 3.45483, 76.00000, 0.45440, 0.02207, 0.11467, 0.00885, 0.09408, -2.79088, 2.24374, 3.45762, 1.50586, -0.90211, 0.74373, 1.15838, -1.70460, 1.50894, 4.37124, 4.92852, 2.41700, 0.48015, 94.00000, 0.15896, 0.01322, 0.07689, 0.00190, 0.04354, -1.72682, 1.45873, 4.42478, 118.00000, 0.32267, 0.01322, 0.11212, 0.00685, 0.08278, -1.70865, 1.47700, 4.42539, 133.00000, 0.46932, 0.01322, 0.14427, 0.01440, 0.12000, -1.72135, 1.47067, 4.42394, -0.64123, -0.42255, 0.35294, 1.06961, 0.32184, 0.67816, 0.00000
