-2.75567, 4.02561, 0.70086, 4.92853, 2.17107, 1.42811, 5.00000, 0.15803, 0.08813, 0.12925, 0.00054, 0.02330, -2.89225, 3.97490, 0.76163, 9.00000, 0.31855, 0.08813, 0.19356, 0.00591, 0.07686, -2.82058, 4.04647, 0.64814, 13.00000, 0.48433, 0.08813, 0.25761, 0.01413, 0.11888, -2.83877, 4.02595, 0.70111, -0.76653, -1.37444, 1.98030, 0.39414, 0.61538, 0.38462, -2.85909, 3.75484, 1.40973, 4.92550, 2.22158, 1.28053, 10.00000, 0.15146, 0.05767, 0.09602, 0.00105, 0.03240, -2.85526, 3.77367, 1.55005, 14.00000, 0.28880, 0.05767, 0.13059, 0.00437, 0.06608, -2.87709, 3.74682, 1.57589, 19.00000, 0.49374, 0.05767, 0.20752, 0.02075, 0.14404, -2.85619, 3.76830, 1.56393, -0.19150, -1.25387, 1.66465, 0.58922, -2.05481, 4.45876, 0.43315, 4.92853, 2.00263, 1.48280, 5.00000, 0.16242, 0.04782, 0.11040, 0.00172, 0.04146, -2.24251, 4.41110, 0.58487, 11.00000, 0.28724, 0.04782, 0.17824, 0.00513, 0.07165, -2.25983, 4.40357, 0.58847, 14.00000, 0.44133, 0.04782, 0.23065, 0.01416, 0.11900, -2.21839, 4.41581, 0.62143, -0.76653, -0.65917, 1.49537, 0.16379, -3.18882, 3.75791, 0.00000, 4.92853, 2.27446, 1.57080, 7.00000, 0.16536, 0.09690, 0.13636, 0.00072, 0.02686, -3.37856, 3.65633, -0.20061, 14.00000, 0.28213, 0.09690, 0.18048, 0.00287, 0.05361, -3.34992, 3.68592, -0.14670, 22.00000, 0.49637, 0.09690, 0.26732, 0.01561, 0.12492, -3.30136, 3.72701, -0.14997, -0.76653, -7.64229, 8.64229, 0.00000
-3.48430, 3.15040, 1.49161, 4.92852, 2.40648, 1.26333, 13.00000, 0.15102, 0.03609, 0.09053, 0.00102, 0.03194, -3.58252, 3.05423, 1.62101, 24.00000, 0.32426, 0.03609, 0.15581, 0.00720, 0.08484, -3.52909, 3.16409, 1.50988, 28.00000, 0.44734, 0.03609, 0.19082, 0.01363, 0.11676, -3.51128, 3.17840, 1.52406, -0.64123, -2.88604, 2.59457, 1.29147, 0.32143, 0.67857, -2.85909, 3.75484, 1.40973, 4.92550, 2.22158, 1.28053, 10.00000, 0.15146, 0.05767, 0.09602, 0.00105, 0.03240, -2.85526, 3.77367, 1.55005, 14.00000, 0.28880, 0.05767, 0.13059, 0.00437, 0.06608, -2.87709, 3.74682, 1.57589, 19.00000, 0.49374, 0.05767, 0.20752, 0.02075, 0.14404, -2.85619, 3.76830, 1.56393, -0.19150, -1.25387, 1.66465, 0.58922, -3.47499, 2.68919, 2.20355, 4.91558, 2.48299, 1.10596, 13.00000, 0.16424, 0.05160, 0.10378, 0.00160, 0.04002, -3.53572, 2.64140, 2.31556, 29.00000, 0.32989, 0.05160, 0.17371, 0.00637, 0.07982, -3.48444, 2.70892, 2.30699, 36.00000, 0.46466, 0.05160, 0.21230, 0.01160, 0.10770, -3.46073, 2.73302, 2.31083, 1.50586, -2.37638, 1.85065, 1.52573, -3.92241, 2.87963, 0.78273, 4.92852, 2.50831, 1.41130, 27.00000, 0.16094, 0.03067, 0.09012, 0.00135, 0.03669, -3.97923, 2.85633, 0.87040, 41.00000, 0.33206, 0.03067, 0.14455, 0.00752, 0.08674, -3.97055, 2.88443, 0.81624, 46.00000, 0.41812, 0.03067, 0.17033, 0.01221, 0.11048, -3.97097, 2.87490, 0.84635, -0.64123, 10.75154, -7.66476, -2.08678
-2.21782, 3.93313, 1.97536, 4.92852, 2.08423, 1.15840, 11.00000, 0.16008, 0.04473, 0.10131, 0.00115, 0.03393, -2.31401, 3.94037, 1.96437, 17.00000, 0.26129, 0.04473, 0.14658, 0.00474, 0.06881, -2.35562, 3.93325, 1.92218, 18.00000, 0.45353, 0.04473, 0.16363, 0.00942, 0.09703, -2.35595, 3.94255, 1.90456, -0.64123, -0.60432, 1.05443, 0.54989, 0.33333, 0.66667, -2.85909, 3.75484, 1.40973, 4.92550, 2.22158, 1.28053, 10.00000, 0.15146, 0.05767, 0.09602, 0.00105, 0.03240, -2.85526, 3.77367, 1.55005, 14.00000, 0.28880, 0.05767, 0.13059, 0.00437, 0.06608, -2.87709, 3.74682, 1.57589, 19.00000, 0.49374, 0.05767, 0.20752, 0.02075, 0.14404, -2.85619, 3.76830, 1.56393, -0.19150, -1.25387, 1.66465, 0.58922, -2.20355, 3.47499, 2.68919, 4.91558, 2.13592, 0.99193, 12.00000, 0.14551, 0.04144, 0.09523, 0.00084, 0.02898, -2.37991, 3.46741, 2.66225, 19.00000, 0.25411, 0.04144, 0.13708, 0.00395, 0.06288, -2.33864, 3.49396, 2.66426, 26.00000, 0.44724, 0.04144, 0.21058, 0.01782, 0.13351, -2.33664, 3.47673, 2.68620, 1.50586, -0.56481, 0.87972, 0.68510, -1.50894, 4.37124, 1.70460, 4.92852, 1.90319, 1.21764, 2.00000, 0.14178, 0.08791, 0.11484, 0.00073, 0.02694, -1.45877, 4.32314, 1.98227, 11.00000, 0.33083, 0.08791, 0.20430, 0.00411, 0.06411, -1.52944, 4.31730, 1.93262, 13.00000, 0.33461, 0.08791, 0.22432, 0.00568, 0.07538, -1.53209, 4.34580, 1.86571, -0.64123, -0.30980, 0.93889, 0.37091
-2.85909, 3.75484, 1.40973, 4.92550, 2.22158, 1.28053, 10.00000, 0.15146, 0.05767, 0.09602, 0.00105, 0.03240, -2.85526, 3.77367, 1.55005, 14.00000, 0.28880, 0.05767, 0.13059, 0.00437, 0.06608, -2.87709, 3.74682, 1.57589, 19.00000, 0.49374, 0.05767, 0.20752, 0.02075, 0.14404, -2.85619, 3.76830, 1.56393, -0.19150, -1.25387, 1.66465, 0.58922, 0.15789, 0.84211, -2.75567, 4.02561, 0.70086, 4.92853, 2.17107, 1.42811, 5.00000, 0.15803, 0.08813, 0.12925, 0.00054, 0.02330, -2.89225, 3.97490, 0.76163, 9.00000, 0.31855, 0.08813, 0.19356, 0.00591, 0.07686, -2.82058, 4.04647, 0.64814, 13.00000, 0.48433, 0.08813, 0.25761, 0.01413, 0.11888, -2.83877, 4.02595, 0.70111, -0.76653, -1.37444, 1.98030, 0.39414, -3.48430, 3.15040, 1.49161, 4.92852, 2.40648, 1.26333, 13.00000, 0.15102, 0.03609, 0.09053, 0.00102, 0.03194, -3.58252, 3.05423, 1.62101, 24.00000, 0.32426, 0.03609, 0.15581, 0.00720, 0.08484, -3.52909, 3.16409, 1.50988, 28.00000, 0.44734, 0.03609, 0.19082, 0.01363, 0.11676, -3.51128, 3.17840, 1.52406, -0.64123, -2.88604, 2.59457, 1.29147, -2.21782, 3.93313, 1.97536, 4.92852, 2.08423, 1.15840, 11.00000, 0.16008, 0.04473, 0.10131, 0.00115, 0.03393, -2.31401, 3.94037, 1.96437, 17.00000, 0.26129, 0.04473, 0.14658, 0.00474, 0.06881, -2.35562, 3.93325, 1.92218, 18.00000, 0.45353, 0.04473, 0.16363, 0.00942, 0.09703, -2.35595, 3.94255, 1.90456, -0.64123, -0.60432, 1.05443, 0.54989
-3.93313, 1.97536, 2.21782, 4.92852, 2.67616, 1.10403, 60.00000, 0.15948, 0.01523, 0.07708, 0.00139, 0.03728, -3.96569, 2.00083, 2.23716, 82.00000, 0.31870, 0.01523, 0.12115, 0.00688, 0.08296, -3.97200, 1.99319, 2.23245, 96.00000, 0.48880, 0.01523, 0.16185, 0.01591, 0.12612, -3.98134, 1.98173, 2.22670, -0.64123, -10.56672, 5.51065, 6.05607, 0.30208, 0.69792, -3.75484, 1.40973, 2.85909, 4.92550, 2.78243, 0.95149, 71.00000, 0.16237, 0.01659, 0.07673, 0.00151, 0.03886, -3.75998, 1.49743, 2.89387, 90.00000, 0.33294, 0.01659, 0.11031, 0.00598, 0.07736, -3.75998, 1.50934, 2.88625, 97.00000, 0.46509, 0.01659, 0.13088, 0.01118, 0.10571, -3.76000, 1.50549, 2.88877, -0.19150, -9.32863, 3.30198, 7.02665, -3.47499, 2.68919, 2.20355, 4.91558, 2.48299, 1.10596, 13.00000, 0.16424, 0.05160, 0.10378, 0.00160, 0.04002, -3.53572, 2.64140, 2.31556, 29.00000, 0.32989, 0.05160, 0.17371, 0.00637, 0.07982, -3.48444, 2.70892, 2.30699, 36.00000, 0.46466, 0.05160, 0.21230, 0.01160, 0.10770, -3.46073, 2.73302, 2.31083, 1.50586, -2.37638, 1.85065, 1.52573, -4.37124, 1.70460, 1.50894, 4.92852, 2.76977, 1.25963, 54.00000, 0.16352, 0.02028, 0.08605, 0.00139, 0.03732, -4.41657, 1.71911, 1.50067, 70.00000, 0.33227, 0.02028, 0.12810, 0.00766, 0.08754, -4.41792, 1.69890, 1.52243, 74.00000, 0.47644, 0.02028, 0.14430, 0.01197, 0.10942, -4.41287, 1.70671, 1.52834, -0.64123, 3.63662, -1.43665, -1.19997
-4.02561, 0.70086, 2.75567, 4.92853, 2.96922, 0.97747, 123.00000, 0.15110, 0.01165, 0.06993, 0.00139, 0.03733, -4.07580, 0.66068, 2.77789, 146.00000, 0.32623, 0.01165, 0.09454, 0.00472, 0.06872, -4.06778, 0.65914, 2.78878, 153.00000, 0.47682, 0.01165, 0.11007, 0.00963, 0.09815, -4.07294, 0.66008, 2.78189, -0.76653, 9.35336, -1.86160, -6.49176, 0.43791, 0.56209, -3.75484, 1.40973, 2.85909, 4.92550, 2.78243, 0.95149, 71.00000, 0.16237, 0.01659, 0.07673, 0.00151, 0.03886, -3.75998, 1.49743, 2.89387, 90.00000, 0.33294, 0.01659, 0.11031, 0.00598, 0.07736, -3.75998, 1.50934, 2.88625, 97.00000, 0.46509, 0.01659, 0.13088, 0.01118, 0.10571, -3.76000, 1.50549, 2.88877, -0.19150, -9.32863, 3.30198, 7.02665, -4.45876, 0.43315, 2.05481, 4.92853, 3.04475, 1.14074, 103.00000, 0.16413, 0.00632, 0.07053, 0.00154, 0.03923, -4.48576, 0.41663, 2.11247, 124.00000, 0.29996, 0.00632, 0.09509, 0.00450, 0.06708, -4.49505, 0.41184, 2.09507, 135.00000, 0.47834, 0.00632, 0.12019, 0.01144, 0.10697, -4.49531, 0.42393, 2.09238, -0.76653, 2.22389, -0.24359, -0.98030, -3.75791, 0.00000, 3.18882, 4.92853, 3.14159, 0.86714, 128.00000, 0.16356, 0.00830, 0.05988, 0.00155, 0.03933, -3.79901, -0.02152, 3.21402, 148.00000, 0.32365, 0.00830, 0.08316, 0.00515, 0.07177, -3.80298, -0.01095, 3.20951, 153.00000, 0.47526, 0.00830, 0.09433, 0.00873, 0.09341, -3.80311, -0.00952, 3.20957, -0.76653, 8.64229, -0.00000, -7.64229
-3.15040, 1.49161, 3.48430, 4.92852, 2.69940, 0.78559, 46.00000, 0.15289, 0.01794, 0.06842, 0.00114, 0.03370, -3.18387, 1.50299, 3.51187, 59.00000, 0.33198, 0.01794, 0.10923, 0.00738, 0.08588, -3.20438, 1.49021, 3.49961, 69.00000, 0.48206, 0.01794, 0.15122, 0.01701, 0.13041, -3.21272, 1.48769, 3.49383, -0.64123, -1.63909, 0.81587, 1.82322, 0.34783, 0.65217, -3.75484, 1.40973, 2.85909, 4.92550, 2.78243, 0.95149, 71.00000, 0.16237, 0.01659, 0.07673, 0.00151, 0.03886, -3.75998, 1.49743, 2.89387, 90.00000, 0.33294, 0.01659, 0.11031, 0.00598, 0.07736, -3.75998, 1.50934, 2.88625, 97.00000, 0.46509, 0.01659, 0.13088, 0.01118, 0.10571, -3.76000, 1.50549, 2.88877, -0.19150, -9.32863, 3.30198, 7.02665, -2.68919, 2.20355, 3.47499, 4.91558, 2.45513, 0.78564, 29.00000, 0.16417, 0.03301, 0.09015, 0.00168, 0.04099, -2.89398, 2.23896, 3.37594, 49.00000, 0.32151, 0.03301, 0.15357, 0.00800, 0.08945, -2.89489, 2.24707, 3.36883, 56.00000, 0.48386, 0.03301, 0.18890, 0.01600, 0.12650, -2.87669, 2.25596, 3.37517, 1.50586, -0.90211, 0.74373, 1.15838, -2.87963, 0.78273, 3.92241, 4.92852, 2.87619, 0.65037, 77.00000, 0.16596, 0.01907, 0.07809, 0.00153, 0.03907, -2.97175, 0.75784, 3.91306, 96.00000, 0.33012, 0.01907, 0.11102, 0.00596, 0.07719, -2.98181, 0.74131, 3.90885, 101.00000, 0.43520, 0.01907, 0.12553, 0.00973, 0.09865, -2.97681, 0.73399, 3.91294, -0.64123, -1.48153, 0.40335, 2.07817
-3.75484, 1.40973, 2.85909, 4.92550, 2.78243, 0.95149, 71.00000, 0.16237, 0.01659, 0.07673, 0.00151, 0.03886, -3.75998, 1.49743, 2.89387, 90.00000, 0.33294, 0.01659, 0.11031, 0.00598, 0.07736, -3.75998, 1.50934, 2.88625, 97.00000, 0.46509, 0.01659, 0.13088, 0.01118, 0.10571, -3.76000, 1.50549, 2.88877, -0.19150, -9.32863, 3.30198, 7.02665, 0.47423, 0.52577, -3.93313, 1.97536, 2.21782, 4.92852, 2.67616, 1.10403, 60.00000, 0.15948, 0.01523, 0.07708, 0.00139, 0.03728, -3.96569, 2.00083, 2.23716, 82.00000, 0.31870, 0.01523, 0.12115, 0.00688, 0.08296, -3.97200, 1.99319, 2.23245, 96.00000, 0.48880, 0.01523, 0.16185, 0.01591, 0.12612, -3.98134, 1.98173, 2.22670, -0.64123, -10.56672, 5.51065, 6.05607, -4.02561, 0.70086, 2.75567, 4.92853, 2.96922, 0.97747, 123.00000, 0.15110, 0.01165, 0.06993, 0.00139, 0.03733, -4.07580, 0.66068, 2.77789, 146.00000, 0.32623, 0.01165, 0.09454, 0.00472, 0.06872, -4.06778, 0.65914, 2.78878, 153.00000, 0.47682, 0.01165, 0.11007, 0.00963, 0.09815, -4.07294, 0.66008, 2.78189, -0.76653, 9.35336, -1.86160, -6.49176, -3.15040, 1.49161, 3.48430, 4.92852, 2.69940, 0.78559, 46.00000, 0.15289, 0.01794, 0.06842, 0.00114, 0.03370, -3.18387, 1.50299, 3.51187, 59.00000, 0.33198, 0.01794, 0.10923, 0.00738, 0.08588, -3.20438, 1.49021, 3.49961, 69.00000, 0.48206, 0.01794, 0.15122, 0.01701, 0.13041, -3.21272, 1.48769, 3.49383, -0.64123, -1.63909, 0.81587, 1.82322
-1.49161, 3.48430, 3.15040, 4.92852, 1.97528, 0.87732, 8.00000, 0.16327, 0.05521, 0.09038, 0.00100, 0.03159, -1.61999, 3.53933, 3.10001, 16.00000, 0.31260, 0.05521, 0.16747, 0.00743, 0.08620, -1.59924, 3.51376, 3.14110, 26.00000, 0.49326, 0.05521, 0.25847, 0.01864, 0.13652, -1.65267, 3.49867, 3.12941, -0.64123, -0.30829, 0.68893, 0.61936, 0.38462, 0.61538, -1.40973, 2.85909, 3.75484, 4.92550, 2.02888, 0.70390, 11.00000, 0.14481, 0.05030, 0.10588, 0.00110, 0.03316, -1.50276, 2.89096, 3.76679, 23.00000, 0.33183, 0.05030, 0.18143, 0.00692, 0.08319, -1.51858, 2.88689, 3.76254, 28.00000, 0.45820, 0.05030, 0.22374, 0.01417, 0.11904, -1.51468, 2.86750, 3.77826, -0.19150, -0.25296, 0.53830, 0.71466, -2.20355, 3.47499, 2.68919, 4.91558, 2.13592, 0.99193, 12.00000, 0.14551, 0.04144, 0.09523, 0.00084, 0.02898, -2.37991, 3.46741, 2.66225, 19.00000, 0.25411, 0.04144, 0.13708, 0.00395, 0.06288, -2.33864, 3.49396, 2.66426, 26.00000, 0.44724, 0.04144, 0.21058, 0.01782, 0.13351, -2.33664, 3.47673, 2.68620, 1.50586, -0.56481, 0.87972, 0.68510, -0.78273, 3.92241, 2.87963, 4.92852, 1.76776, 0.94680, 4.00000, 0.14074, 0.07897, 0.10386, 0.00060, 0.02441, -0.66657, 3.76030, 3.20996, 8.00000, 0.21694, 0.07897, 0.14810, 0.00240, 0.04897, -0.69894, 3.81239, 3.12263, 16.00000, 0.49859, 0.07897, 0.28520, 0.02071, 0.14392, -0.69307, 3.90373, 3.00688, -0.64123, -0.12779, 0.65841, 0.46938
-1.97536, 2.21782, 3.93313, 4.92852, 2.29844, 0.64677, 32.00000, 0.16630, 0.02844, 0.09020, 0.00166, 0.04074, -2.09473, 2.15208, 3.96455, 41.00000, 0.30759, 0.02844, 0.12268, 0.00543, 0.07371, -2.10874, 2.21534, 3.92052, 45.00000, 0.46171, 0.02844, 0.14986, 0.01259, 0.11221, -2.05766, 2.21443, 3.94474, -0.64123, -0.49591, 0.54500, 0.95092, 0.46667, 0.53333, -1.40973, 2.85909, 3.75484, 4.92550, 2.02888, 0.70390, 11.00000, 0.14481, 0.05030, 0.10588, 0.00110, 0.03316, -1.50276, 2.89096, 3.76679, 23.00000, 0.33183, 0.05030, 0.18143, 0.00692, 0.08319, -1.51858, 2.88689, 3.76254, 28.00000, 0.45820, 0.05030, 0.22374, 0.01417, 0.11904, -1.51468, 2.86750, 3.77826, -0.19150, -0.25296, 0.53830, 0.71466, -2.68919, 2.20355, 3.47499, 4.91558, 2.45513, 0.78564, 29.00000, 0.16417, 0.03301, 0.09015, 0.00168, 0.04099, -2.89398, 2.23896, 3.37594, 49.00000, 0.32151, 0.03301, 0.15357, 0.00800, 0.08945, -2.89489, 2.24707, 3.36883, 56.00000, 0.48386, 0.03301, 0.18890, 0.01600, 0.12650, -2.87669, 2.25596, 3.37517, 1.50586, -0.90211, 0.74373, 1.15838, -1.70460, 1.50894, 4.37124, 4.92852, 2.41700, 0.48015, 33.00000, 0.14873, 0.02727, 0.09557, 0.00149, 0.03866, -1.79391, 1.53741, 4.37791, 45.00000, 0.30483, 0.02727, 0.12730, 0.00427, 0.06533, -1.73707, 1.54846, 4.39382, 54.00000, 0.45792, 0.02727, 0.17411, 0.01470, 0.12123, -1.74810, 1.50942, 4.40306, -0.64123, -0.42255, 0.35294, 1.06961
