-2.75567, 4.02561, 0.70086, 4.92853, 2.17107, 1.42811, 14.00000, 0.15936, 0.02019, 0.09826, 0.00148, 0.03847, -2.72663, 4.10409, 0.72588, 28.00000, 0.31341, 0.02019, 0.17303, 0.00731, 0.08548, -2.71489, 4.10705, 0.73199, 35.00000, 0.45836, 0.02019, 0.21925, 0.01454, 0.12057, -2.70730, 4.11488, 0.71146, -0.76653, -1.37444, 1.98030, 0.39414, 0.94286, 0.05714, -2.85909, 3.75484, 1.40973, 4.92550, 2.22158, 1.28053, 9.00000, 0.16493, 0.04650, 0.11129, 0.00168, 0.04094, -2.90080, 3.76427, 1.50180, 17.00000, 0.32176, 0.04650, 0.17690, 0.00643, 0.08021, -2.88236, 3.77003, 1.51488, 22.00000, 0.42737, 0.04650, 0.22180, 0.01203, 0.10970, -2.86477, 3.77471, 1.53648, -0.19150, -1.25387, 1.66465, 0.58922, 1.00000, 0.00000, -2.05481, 4.45876, 0.43315, 4.92853, 2.00263, 1.48280, 18.00000, 0.16174, 0.02021, 0.08540, 0.00177, 0.04211, -2.00386, 4.51591, 0.50706, 30.00000, 0.32612, 0.02021, 0.14301, 0.00684, 0.08272, -2.02773, 4.51000, 0.45853, 36.00000, 0.47318, 0.02021, 0.18938, 0.01677, 0.12949, -2.02658, 4.51355, 0.44758, -0.76653, -0.65917, 1.49537, 0.16379, 0.91667, 0.08333, -3.18882, 3.75791, 0.00000, 4.92853, 2.27446, 1.57080, 8.00000, 0.16009, 0.03543, 0.08592, 0.00169, 0.04107, -3.24863, 3.76495, 0.00438, 11.00000, 0.21229, 0.03543, 0.11762, 0.00393, 0.06266, -3.24329, 3.77216, -0.00977, 14.00000, 0.41290, 0.03543, 0.17377, 0.01479, 0.12163, -3.24515, 3.77193, 0.04632, -0.76653, -7.64229, 8.64229, 0.00000, 0.92857, 0.07143
-3.48430, 3.15040, 1.49161, 4.92852, 2.40648, 1.26333, 2.00000, 0.10834, 0.08905, 0.09870, 0.00009, 0.00965, -3.60334, 3.23307, 1.23327, 8.00000, 0.28559, 0.08905, 0.20674, 0.00464, 0.06813, -3.47902, 3.25862, 1.43872, 9.00000, 0.41482, 0.08905, 0.22986, 0.00840, 0.09167, -3.49548, 3.25799, 1.39544, -0.64123, -2.88604, 2.59457, 1.29147, 1.00000, 0.00000, -2.85909, 3.75484, 1.40973, 4.92550, 2.22158, 1.28053, 9.00000, 0.16493, 0.04650, 0.11129, 0.00168, 0.04094, -2.90080, 3.76427, 1.50180, 17.00000, 0.32176, 0.04650, 0.17690, 0.00643, 0.08021, -2.88236, 3.77003, 1.51488, 22.00000, 0.42737, 0.04650, 0.22180, 0.01203, 0.10970, -2.86477, 3.77471, 1.53648, -0.19150, -1.25387, 1.66465, 0.58922, 1.00000, 0.00000, -3.47499, 2.68919, 2.20355, 4.91558, 2.48299, 1.10596, 2.00000, 0.14223, 0.09418, 0.11821, 0.00058, 0.02403, -3.55717, 2.85162, 2.04197, 7.00000, 0.31286, 0.09418, 0.21780, 0.00535, 0.07313, -3.47036, 2.61525, 2.44092, 9.00000, 0.42505, 0.09418, 0.26371, 0.01154, 0.10742, -3.49184, 2.63410, 2.37488, 1.50586, -2.37638, 1.85065, 1.52573, 0.88889, 0.11111, -3.92241, 2.87963, 0.78273, 4.92852, 2.50831, 1.41130, 4.00000, 0.15663, 0.06173, 0.09410, 0.00137, 0.03697, -3.91327, 2.87785, 1.09295, 13.00000, 0.32796, 0.06173, 0.22031, 0.00980, 0.09899, -3.99455, 2.84542, 0.82236, 17.00000, 0.41502, 0.06173, 0.26489, 0.01396, 0.11813, -3.96937, 2.86865, 0.84717, -0.64123, 10.75154, -7.66476, -2.08678, 1.00000, 0.00000
-2.21782, 3.93313, 1.97536, 4.92852, 2.08423, 1.15840, 19.00000, 0.16552, 0.02285, 0.11124, 0.00154, 0.03925, -2.25233, 3.92871, 2.06128, 30.00000, 0.32868, 0.02285, 0.16202, 0.00635, 0.07969, -2.22902, 3.96400, 2.01202, 34.00000, 0.48814, 0.02285, 0.19518, 0.01405, 0.11853, -2.24378, 3.94254, 2.03841, -0.64123, -0.60432, 1.05443, 0.54989, 0.88235, 0.11765, -2.85909, 3.75484, 1.40973, 4.92550, 2.22158, 1.28053, 9.00000, 0.16493, 0.04650, 0.11129, 0.00168, 0.04094, -2.90080, 3.76427, 1.50180, 17.00000, 0.32176, 0.04650, 0.17690, 0.00643, 0.08021, -2.88236, 3.77003, 1.51488, 22.00000, 0.42737, 0.04650, 0.22180, 0.01203, 0.10970, -2.86477, 3.77471, 1.53648, -0.19150, -1.25387, 1.66465, 0.58922, 1.00000, 0.00000, -2.20355, 3.47499, 2.68919, 4.91558, 2.13592, 0.99193, 3.00000, 0.13565, 0.08970, 0.10634, 0.00043, 0.02079, -2.35957, 3.43028, 2.74187, 9.00000, 0.32664, 0.08970, 0.22253, 0.00871, 0.09334, -2.45921, 3.47368, 2.58738, 13.00000, 0.49918, 0.08970, 0.28873, 0.01681, 0.12965, -2.42227, 3.49499, 2.59530, 1.50586, -0.56481, 0.87972, 0.68510, 0.84615, 0.15385, -1.50894, 4.37124, 1.70460, 4.92852, 1.90319, 1.21764, 30.00000, 0.15731, 0.03760, 0.08890, 0.00142, 0.03770, -1.44643, 4.43959, 1.71315, 42.00000, 0.29809, 0.03760, 0.12938, 0.00560, 0.07480, -1.42487, 4.43489, 1.74883, 50.00000, 0.47467, 0.03760, 0.16787, 0.01277, 0.11301, -1.44467, 4.43059, 1.74314, -0.64123, -0.30980, 0.93889, 0.37091, 0.86000, 0.14000
-2.85909, 3.75484, 1.40973, 4.92550, 2.22158, 1.28053, 9.00000, 0.16493, 0.04650, 0.11129, 0.00168, 0.04094, -2.90080, 3.76427, 1.50180, 17.00000, 0.32176, 0.04650, 0.17690, 0.00643, 0.08021, -2.88236, 3.77003, 1.51488, 22.00000, 0.42737, 0.04650, 0.22180, 0.01203, 0.10970, -2.86477, 3.77471, 1.53648, -0.19150, -1.25387, 1.66465, 0.58922, 1.00000, 0.00000, -2.75567, 4.02561, 0.70086, 4.92853, 2.17107, 1.42811, 14.00000, 0.15936, 0.02019, 0.09826, 0.00148, 0.03847, -2.72663, 4.10409, 0.72588, 28.00000, 0.31341, 0.02019, 0.17303, 0.00731, 0.08548, -2.71489, 4.10705, 0.73199, 35.00000, 0.45836, 0.02019, 0.21925, 0.01454, 0.12057, -2.70730, 4.11488, 0.71146, -0.76653, -1.37444, 1.98030, 0.39414, 0.94286, 0.05714, -3.48430, 3.15040, 1.49161, 4.92852, 2.40648, 1.26333, 2.00000, 0.10834, 0.08905, 0.09870, 0.00009, 0.00965, -3.60334, 3.23307, 1.23327, 8.00000, 0.28559, 0.08905, 0.20674, 0.00464, 0.06813, -3.47902, 3.25862, 1.43872, 9.00000, 0.41482, 0.08905, 0.22986, 0.00840, 0.09167, -3.49548, 3.25799, 1.39544, -0.64123, -2.88604, 2.59457, 1.29147, 1.00000, 0.00000, -2.21782, 3.93313, 1.97536, 4.92852, 2.08423, 1.15840, 19.00000, 0.16552, 0.02285, 0.11124, 0.00154, 0.03925, -2.25233, 3.92871, 2.06128, 30.00000, 0.32868, 0.02285, 0.16202, 0.00635, 0.07969, -2.22902, 3.96400, 2.01202, 34.00000, 0.48814, 0.02285, 0.19518, 0.01405, 0.11853, -2.24378, 3.94254, 2.03841, -0.64123, -0.60432, 1.05443, 0.54989, 0.88235, 0.11765
-3.93313, 1.97536, 2.21782, 4.92852, 2.67616, 1.10403, 2.00000, 0.14591, 0.08049, 0.11320, 0.00107, 0.03271, -3.76377, 2.07902, 2.52270, 2.00000, 0.14591, 0.08049, 0.11320, 0.00107, 0.03271, -3.76377, 2.07902, 2.52270, 6.00000, 0.46243, 0.08049, 0.31882, 0.02231, 0.14935, -3.87108, 2.06078, 2.36828, -0.64123, -10.56672, 5.51065, 6.05607, 1.00000, 0.00000, -3.75484, 1.40973, 2.85909, 4.92550, 2.78243, 0.95149, 2.00000, 0.15664, 0.13806, 0.14735, 0.00009, 0.00929, -3.76039, 1.62341, 2.83723, 2.00000, 0.15664, 0.13806, 0.14735, 0.00009, 0.00929, -3.76039, 1.62341, 2.83723, 2.00000, 0.15664, 0.13806, 0.14735, 0.00009, 0.00929, -3.76039, 1.62341, 2.83723, -0.19150, -9.32863, 3.30198, 7.02665, 1.00000, 0.00000, -3.47499, 2.68919, 2.20355, 4.91558, 2.48299, 1.10596, 2.00000, 0.14223, 0.09418, 0.11821, 0.00058, 0.02403, -3.55717, 2.85162, 2.04197, 7.00000, 0.31286, 0.09418, 0.21780, 0.00535, 0.07313, -3.47036, 2.61525, 2.44092, 9.00000, 0.42505, 0.09418, 0.26371, 0.01154, 0.10742, -3.49184, 2.63410, 2.37488, 1.50586, -2.37638, 1.85065, 1.52573, 0.88889, 0.11111, -4.37124, 1.70460, 1.50894, 4.92852, 2.76977, 1.25963, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 1.00000, 0.26043, 0.26043, 0.26043, 0.00000, 0.00000, -4.44093, 1.32626, 1.85516, 2.00000, 0.45809, 0.26043, 0.35926, 0.00977, 0.09883, -4.29895, 1.79474, 1.72856, -0.64123, 3.63662, -1.43665, -1.19997, 1.00000, 0.00000
-4.02561, 0.70086, 2.75567, 4.92853, 2.96922, 0.97747, 2.00000, 0.14072, 0.11625, 0.12848, 0.00015, 0.01224, -4.00446, 0.76472, 2.88244, 4.00000, 0.33042, 0.11625, 0.22765, 0.00992, 0.09958, -3.90428, 0.66287, 3.03761, 7.00000, 0.46323, 0.11625, 0.31579, 0.01636, 0.12789, -3.95714, 0.70903, 2.95270, -0.76653, 9.35336, -1.86160, -6.49176, 1.00000, 0.00000, -3.75484, 1.40973, 2.85909, 4.92550, 2.78243, 0.95149, 2.00000, 0.15664, 0.13806, 0.14735, 0.00009, 0.00929, -3.76039, 1.62341, 2.83723, 2.00000, 0.15664, 0.13806, 0.14735, 0.00009, 0.00929, -3.76039, 1.62341, 2.83723, 2.00000, 0.15664, 0.13806, 0.14735, 0.00009, 0.00929, -3.76039, 1.62341, 2.83723, -0.19150, -9.32863, 3.30198, 7.02665, 1.00000, 0.00000, -4.45876, 0.43315, 2.05481, 4.92853, 3.04475, 1.14074, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 1.00000, 0.20976, 0.20976, 0.20976, 0.00000, 0.00000, -4.71612, 0.23326, 1.63220, 1.00000, 0.20976, 0.20976, 0.20976, 0.00000, 0.00000, -4.71612, 0.23326, 1.63220, -0.76653, 2.22389, -0.24359, -0.98030, 1.00000, 0.00000, -3.75791, 0.00000, 3.18882, 4.92853, 3.14159, 0.86714, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 2.00000, 0.18556, 0.17367, 0.17962, 0.00004, 0.00594, -3.75792, -0.09705, 3.27146, 3.00000, 0.34352, 0.17367, 0.23425, 0.00599, 0.07742, -3.70470, -0.02798, 3.33760, -0.76653, 8.64229, -0.00000, -7.64229, 0.66667, 0.33333
-3.15040, 1.49161, 3.48430, 4.92852, 2.69940, 0.78559, 2.00000, 0.16488, 0.14625, 0.15557, 0.00009, 0.00931, -3.38500, 1.25106, 3.44485, 4.00000, 0.29815, 0.14625, 0.20328, 0.00343, 0.05858, -3.29047, 1.36739, 3.49104, 6.00000, 0.38120, 0.14625, 0.25955, 0.00865, 0.09300, -3.23538, 1.37016, 3.53281, -0.64123, -1.63909, 0.81587, 1.82322, 0.83333, 0.16667, -3.75484, 1.40973, 2.85909, 4.92550, 2.78243, 0.95149, 2.00000, 0.15664, 0.13806, 0.14735, 0.00009, 0.00929, -3.76039, 1.62341, 2.83723, 2.00000, 0.15664, 0.13806, 0.14735, 0.00009, 0.00929, -3.76039, 1.62341, 2.83723, 2.00000, 0.15664, 0.13806, 0.14735, 0.00009, 0.00929, -3.76039, 1.62341, 2.83723, -0.19150, -9.32863, 3.30198, 7.02665, 1.00000, 0.00000, -2.68919, 2.20355, 3.47499, 4.91558, 2.45513, 0.78564, 1.00000, 0.12068, 0.12068, 0.12068, 0.00000, 0.00000, -2.49086, 2.72313, 3.36558, 5.00000, 0.29652, 0.12068, 0.24306, 0.00405, 0.06363, -2.77935, 2.44614, 3.31074, 5.00000, 0.29652, 0.12068, 0.24306, 0.00405, 0.06363, -2.77935, 2.44614, 3.31074, 1.50586, -0.90211, 0.74373, 1.15838, 1.00000, 0.00000, -2.87963, 0.78273, 3.92241, 4.92852, 2.87619, 0.65037, 1.00000, 0.13098, 0.13098, 0.13098, 0.00000, 0.00000, -3.16578, 0.94681, 3.71455, 1.00000, 0.13098, 0.13098, 0.13098, 0.00000, 0.00000, -3.16578, 0.94681, 3.71455, 4.00000, 0.48788, 0.13098, 0.32720, 0.01628, 0.12761, -2.97629, 0.63939, 3.93931, -0.64123, -1.48153, 0.40335, 2.07817, 0.50000, 0.50000
-3.75484, 1.40973, 2.85909, 4.92550, 2.78243, 0.95149, 2.00000, 0.15664, 0.13806, 0.14735, 0.00009, 0.00929, -3.76039, 1.62341, 2.83723, 2.00000, 0.15664, 0.13806, 0.14735, 0.00009, 0.00929, -3.76039, 1.62341, 2.83723, 2.00000, 0.15664, 0.13806, 0.14735, 0.00009, 0.00929, -3.76039, 1.62341, 2.83723, -0.19150, -9.32863, 3.30198, 7.02665, 1.00000, 0.00000, -3.93313, 1.97536, 2.21782, 4.92852, 2.67616, 1.10403, 2.00000, 0.14591, 0.08049, 0.11320, 0.00107, 0.03271, -3.76377, 2.07902, 2.52270, 2.00000, 0.14591, 0.08049, 0.11320, 0.00107, 0.03271, -3.76377, 2.07902, 2.52270, 6.00000, 0.46243, 0.08049, 0.31882, 0.02231, 0.14935, -3.87108, 2.06078, 2.36828, -0.64123, -10.56672, 5.51065, 6.05607, 1.00000, 0.00000, -4.02561, 0.70086, 2.75567, 4.92853, 2.96922, 0.97747, 2.00000, 0.14072, 0.11625, 0.12848, 0.00015, 0.01224, -4.00446, 0.76472, 2.88244, 4.00000, 0.33042, 0.11625, 0.22765, 0.00992, 0.09958, -3.90428, 0.66287, 3.03761, 7.00000, 0.46323, 0.11625, 0.31579, 0.01636, 0.12789, -3.95714, 0.70903, 2.95270, -0.76653, 9.35336, -1.86160, -6.49176, 1.00000, 0.00000, -3.15040, 1.49161, 3.48430, 4.92852, 2.69940, 0.78559, 2.00000, 0.16488, 0.14625, 0.15557, 0.00009, 0.00931, -3.38500, 1.25106, 3.44485, 4.00000, 0.29815, 0.14625, 0.20328, 0.00343, 0.05858, -3.29047, 1.36739, 3.49104, 6.00000, 0.38120, 0.14625, 0.25955, 0.00865, 0.09300, -3.23538, 1.37016, 3.53281, -0.64123, -1.63909, 0.81587, 1.82322, 0.83333, 0.16667
-1.49161, 3.48430, 3.15040, 4.92852, 1.97528, 0.87732, 10.00000, 0.16099, 0.08236, 0.12075, 0.00066, 0.02578, -1.43053, 3.62952, 3.06879, 15.00000, 0.31281, 0.08236, 0.16218, 0.00447, 0.06685, -1.42493, 3.58167, 3.13079, 16.00000, 0.39298, 0.08236, 0.17661, 0.00731, 0.08550, -1.43471, 3.59374, 3.11205, -0.64123, -0.30829, 0.68893, 0.61936, 0.87500, 0.12500, -1.40973, 2.85909, 3.75484, 4.92550, 2.02888, 0.70390, 2.00000, 0.12312, 0.08294, 0.10303, 0.00040, 0.02009, -1.43721, 2.76226, 3.89014, 10.00000, 0.31335, 0.08294, 0.21055, 0.00455, 0.06743, -1.43032, 2.97226, 3.73005, 13.00000, 0.42345, 0.08294, 0.24888, 0.00865, 0.09299, -1.57068, 2.97305, 3.66323, -0.19150, -0.25296, 0.53830, 0.71466, 0.84615, 0.15385, -2.20355, 3.47499, 2.68919, 4.91558, 2.13592, 0.99193, 3.00000, 0.13565, 0.08970, 0.10634, 0.00043, 0.02079, -2.35957, 3.43028, 2.74187, 9.00000, 0.32664, 0.08970, 0.22253, 0.00871, 0.09334, -2.45921, 3.47368, 2.58738, 13.00000, 0.49918, 0.08970, 0.28873, 0.01681, 0.12965, -2.42227, 3.49499, 2.59530, 1.50586, -0.56481, 0.87972, 0.68510, 0.84615, 0.15385, -0.78273, 3.92241, 2.87963, 4.92852, 1.76776, 0.94680, 14.00000, 0.14900, 0.03621, 0.09050, 0.00077, 0.02769, -0.75406, 4.03193, 2.80582, 23.00000, 0.32719, 0.03621, 0.13715, 0.00479, 0.06919, -0.76327, 3.98102, 2.87869, 28.00000, 0.49033, 0.03621, 0.18609, 0.01538, 0.12401, -0.75899, 3.97203, 2.89315, -0.64123, -0.12779, 0.65841, 0.46938, 0.78571, 0.21429
-1.97536, 2.21782, 3.93313, 4.92852, 2.29844, 0.64677, 6.00000, 0.16546, 0.07148, 0.11398, 0.00094, 0.03073, -1.95461, 2.35560, 3.89019, 7.00000, 0.23081, 0.07148, 0.13067, 0.00248, 0.04981, -1.92545, 2.30429, 3.93681, 9.00000, 0.35475, 0.07148, 0.18001, 0.01045, 0.10223, -1.81761, 2.30395, 3.99223, -0.64123, -0.49591, 0.54500, 0.95092, 0.88889, 0.11111, -1.40973, 2.85909, 3.75484, 4.92550, 2.02888, 0.70390, 2.00000, 0.12312, 0.08294, 0.10303, 0.00040, 0.02009, -1.43721, 2.76226, 3.89014, 10.00000, 0.31335, 0.08294, 0.21055, 0.00455, 0.06743, -1.43032, 2.97226, 3.73005, 13.00000, 0.42345, 0.08294, 0.24888, 0.00865, 0.09299, -1.57068, 2.97305, 3.66323, -0.19150, -0.25296, 0.53830, 0.71466, 0.84615, 0.15385, -2.68919, 2.20355, 3.47499, 4.91558, 2.45513, 0.78564, 1.00000, 0.12068, 0.12068, 0.12068, 0.00000, 0.00000, -2.49086, 2.72313, 3.36558, 5.00000, 0.29652, 0.12068, 0.24306, 0.00405, 0.06363, -2.77935, 2.44614, 3.31074, 5.00000, 0.29652, 0.12068, 0.24306, 0.00405, 0.06363, -2.77935, 2.44614, 3.31074, 1.50586, -0.90211, 0.74373, 1.15838, 1.00000, 0.00000, -1.70460, 1.50894, 4.37124, 4.92852, 2.41700, 0.48015, 4.00000, 0.16403, 0.14337, 0.15404, 0.00008, 0.00887, -1.72035, 1.57113, 4.40979, 5.00000, 0.29768, 0.14337, 0.18277, 0.00336, 0.05800, -1.67599, 1.61753, 4.41065, 6.00000, 0.35665, 0.14337, 0.21175, 0.00700, 0.08368, -1.63490, 1.63265, 4.41895, -0.64123, -0.42255, 0.35294, 1.06961, 0.33333, 0.66667
