-2.75567, 4.02561, 0.70086, 4.92853, 2.17107, 1.42811, 9.00000, 426931.00000, 172661.00000, 295251.11111, 5500050260.09877, 74162.32372, 0.90081, -1.37444, 1.98030, 0.39414, 0.66667, 0.33333
-3.48430, 3.15040, 1.49161, 4.92852, 2.40648, 1.26333, 7.00000, 489792.00000, 194429.00000, 312304.57143, 12758759134.53061, 112954.67735, 0.91102, -2.88604, 2.59457, 1.29147, 0.42857, 0.57143
-2.21782, 3.93313, 1.97536, 4.92852, 2.08423, 1.15840, 14.00000, 492610.00000, 77565.00000, 251553.07143, 18093731543.49490, 134512.94192, 0.91102, -0.60432, 1.05443, 0.54989, 0.14286, 0.85714
-2.85909, 3.75484, 1.40973, 4.92550, 2.22158, 1.28053, 6.00000, 444401.00000, 100257.00000, 288172.50000, 14830955244.91667, 121782.40942, 0.94766, -1.25387, 1.66465, 0.58922, 0.50000, 0.50000
-3.93313, 1.97536, 2.21782, 4.92852, 2.67616, 1.10403, 3.00000, 365693.00000, 223429.00000, 277646.66667, 3945363626.88889, 62812.12962, 0.91102, -10.56672, 5.51065, 6.05607, 0.00000, 1.00000
-4.02561, 0.70086, 2.75567, 4.92853, 2.96922, 0.97747, 8.00000, 424147.00000, 188788.00000, 306004.62500, 7330169166.23438, 85616.40711, 0.90081, 9.35336, -1.86160, -6.49176, 0.50000, 0.50000
-3.15040, 1.49161, 3.48430, 4.92852, 2.69940, 0.78559, 10.00000, 482338.00000, 89809.00000, 204593.90000, 13060394293.49000, 114282.08212, 0.91102, -1.63909, 0.81587, 1.82322, 0.10000, 0.90000
-3.75484, 1.40973, 2.85909, 4.92550, 2.78243, 0.95149, 1.00000, 329352.00000, 329352.00000, 329352.00000, 0.00000, 0.00000, 0.94766, -9.32863, 3.30198, 7.02665, 1.00000, 0.00000
-1.49161, 3.48430, 3.15040, 4.92852, 1.97528, 0.87732, 16.00000, 436309.00000, 103208.00000, 261752.68750, 10358243442.21484, 101775.45599, 0.91102, -0.30829, 0.68893, 0.61936, 0.06250, 0.93750
-1.97536, 2.21782, 3.93313, 4.92852, 2.29844, 0.64677, 20.00000, 492801.00000, 72519.00000, 256879.15000, 19104300161.42750, 138218.30617, 0.91102, -0.49591, 0.54500, 0.95092, 0.00000, 1.00000
-0.70086, 2.75567, 4.02561, 4.92853, 1.81985, 0.61496, 30.00000, 440655.00000, 37956.00000, 196176.00000, 9649141160.33333, 98230.04205, 0.90081, -0.13313, 0.46424, 0.66888, 0.00000, 1.00000
-1.40973, 2.85909, 3.75484, 4.92550, 2.02888, 0.70390, 14.00000, 468141.00000, 50844.00000, 203081.21429, 16432333036.88266, 128188.66189, 0.94766, -0.25296, 0.53830, 0.71466, 0.07143, 0.92857
-3.47499, 2.68919, 2.20355, 4.91558, 2.48299, 1.10596, 5.00000, 446713.00000, 224828.00000, 329993.20000, 6439637320.56000, 80247.35086, 1.08598, -2.37638, 1.85065, 1.52573, 0.20000, 0.80000
-2.68919, 2.20355, 3.47499, 4.91558, 2.45513, 0.78564, 8.00000, 485753.00000, 96018.00000, 225973.37500, 15684735916.73438, 125238.71573, 1.08598, -0.90211, 0.74373, 1.15838, 0.12500, 0.87500
-2.20355, 3.47499, 2.68919, 4.91558, 2.13592, 0.99193, 9.00000, 426967.00000, 93636.00000, 262855.88889, 12695900448.98766, 112676.08641, 1.08598, -0.56481, 0.87972, 0.68510, 0.00000, 1.00000
-2.83550, 2.83550, 2.83550, 4.91123, 2.35619, 0.95532, 12.00000, 483961.00000, 50493.00000, 268782.66667, 21180526066.55555, 145535.30866, 1.14286, -1.00000, 1.00000, 1.00000, 0.25000, 0.75000
-2.05481, 4.45876, 0.43315, 4.92853, 2.00263, 1.48280, 6.00000, 426825.00000, 109292.00000, 281180.66667, 10179020001.55556, 100891.12945, 0.90081, -0.65917, 1.49537, 0.16379, 0.50000, 0.50000
-1.50894, 4.37124, 1.70460, 4.92852, 1.90319, 1.21764, 22.00000, 437150.00000, 48343.00000, 248152.72727, 11816938963.47108, 108705.74485, 0.91102, -0.30980, 0.93889, 0.37091, 0.18182, 0.81818
-0.72621, 4.85499, 0.43811, 4.92852, 1.71928, 1.48179, 14.00000, 383783.00000, 68770.00000, 250282.21429, 7788697829.31122, 88253.59953, 0.91102, -0.14496, 1.04077, 0.10419, 0.21429, 0.78571
