-2.75567, 4.02561, 0.70086, 4.92853, 2.17107, 1.42811, 1.00000, 296473.00000, 296473.00000, 296473.00000, 0.00000, 0.00000, 0.90081, -1.37444, 1.98030, 0.39414, 0.00000
-3.48430, 3.15040, 1.49161, 4.92852, 2.40648, 1.26333, 2.00000, 256962.00000, 198839.00000, 227900.50000, 844570782.25000, 29061.50000, 0.91102, -2.88604, 2.59457, 1.29147, 1.00000
-2.21782, 3.93313, 1.97536, 4.92852, 2.08423, 1.15840, 4.00000, 451883.00000, 311001.00000, 365456.50000, 3260088250.75000, 57097.18251, 0.91102, -0.60432, 1.05443, 0.54989, 0.25000
-2.85909, 3.75484, 1.40973, 4.92550, 2.22158, 1.28053, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.94766, -1.25387, 1.66465, 0.58922, 0.00000
-3.93313, 1.97536, 2.21782, 4.92852, 2.67616, 1.10403, 1.00000, 407966.00000, 407966.00000, 407966.00000, 0.00000, 0.00000, 0.91102, -10.56672, 5.51065, 6.05607, 1.00000
-4.02561, 0.70086, 2.75567, 4.92853, 2.96922, 0.97747, 1.00000, 479143.00000, 479143.00000, 479143.00000, 0.00000, 0.00000, 0.90081, 9.35336, -1.86160, -6.49176, 1.00000
-3.15040, 1.49161, 3.48430, 4.92852, 2.69940, 0.78559, 6.00000, 472989.00000, 84922.00000, 294046.33333, 21550145688.55555, 146799.67878, 0.91102, -1.63909, 0.81587, 1.82322, 0.33333
-3.75484, 1.40973, 2.85909, 4.92550, 2.78243, 0.95149, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.94766, -9.32863, 3.30198, 7.02665, 0.00000
-1.49161, 3.48430, 3.15040, 4.92852, 1.97528, 0.87732, 10.00000, 484583.00000, 112943.00000, 311626.20000, 12262110750.76000, 110734.41539, 0.91102, -0.30829, 0.68893, 0.61936, 0.50000
-1.97536, 2.21782, 3.93313, 4.92852, 2.29844, 0.64677, 8.00000, 465345.00000, 66608.00000, 248910.62500, 20441327276.23438, 142973.16978, 0.91102, -0.49591, 0.54500, 0.95092, 0.37500
-0.70086, 2.75567, 4.02561, 4.92853, 1.81985, 0.61496, 8.00000, 496989.00000, 111191.00000, 302946.50000, 23400024064.00000, 152970.66406, 0.90081, -0.13313, 0.46424, 0.66888, 0.50000
