-2.75567, 4.02561, 0.70086, 4.92853, 2.17107, 1.42811, 139.00000, 441566.00000, 6234.00000, 69954.57554, 7049218425.88458, 83959.62378, 0.90081, -1.37444, 1.98030, 0.39414, 0.00719
-3.48430, 3.15040, 1.49161, 4.92852, 2.40648, 1.26333, 65.00000, 453220.00000, 10296.00000, 107890.90769, 9964280997.99148, 99821.24522, 0.91102, -2.88604, 2.59457, 1.29147, 0.00000
-2.21782, 3.93313, 1.97536, 4.92852, 2.08423, 1.15840, 112.00000, 431279.00000, 11233.00000, 101792.88393, 10958514982.85260, 104682.92594, 0.91102, -0.60432, 1.05443, 0.54989, 0.00000
-2.85909, 3.75484, 1.40973, 4.92550, 2.22158, 1.28053, 77.00000, 452907.00000, 12493.00000, 82610.19481, 7134975070.88413, 84468.78163, 0.94766, -1.25387, 1.66465, 0.58922, 0.00000
-3.93313, 1.97536, 2.21782, 4.92852, 2.67616, 1.10403, 37.00000, 452981.00000, 19718.00000, 184455.37838, 19217116177.69466, 138625.81353, 0.91102, -10.56672, 5.51065, 6.05607, 0.05405
-4.02561, 0.70086, 2.75567, 4.92853, 2.96922, 0.97747, 10.00000, 448050.00000, 69938.00000, 228614.90000, 13049909349.69000, 114236.19982, 0.90081, 9.35336, -1.86160, -6.49176, 0.00000
-3.15040, 1.49161, 3.48430, 4.92852, 2.69940, 0.78559, 14.00000, 382567.00000, 52207.00000, 162255.71429, 9031608504.48980, 95034.77524, 0.91102, -1.63909, 0.81587, 1.82322, 0.00000
-3.75484, 1.40973, 2.85909, 4.92550, 2.78243, 0.95149, 12.00000, 460057.00000, 32748.00000, 182484.83333, 15162425542.97222, 123135.80122, 0.94766, -9.32863, 3.30198, 7.02665, 0.00000
-1.49161, 3.48430, 3.15040, 4.92852, 1.97528, 0.87732, 42.00000, 487095.00000, 21485.00000, 155029.54762, 18208449466.48582, 134938.68780, 0.91102, -0.30829, 0.68893, 0.61936, 0.02381
-1.97536, 2.21782, 3.93313, 4.92852, 2.29844, 0.64677, 17.00000, 460343.00000, 33494.00000, 157438.05882, 14083917024.05536, 118675.68000, 0.91102, -0.49591, 0.54500, 0.95092, 0.05882
-0.70086, 2.75567, 4.02561, 4.92853, 1.81985, 0.61496, 19.00000, 448830.00000, 45618.00000, 182482.89474, 16371141976.09418, 127949.76349, 0.90081, -0.13313, 0.46424, 0.66888, 0.00000
-1.40973, 2.85909, 3.75484, 4.92550, 2.02888, 0.70390, 32.00000, 446986.00000, 38787.00000, 186235.71875, 12335320861.88965, 111064.48965, 0.94766, -0.25296, 0.53830, 0.71466, 0.03125
-3.47499, 2.68919, 2.20355, 4.91558, 2.48299, 1.10596, 23.00000, 470517.00000, 18049.00000, 108133.47826, 11748712813.37996, 108391.47943, 1.08598, -2.37638, 1.85065, 1.52573, 0.00000
-2.68919, 2.20355, 3.47499, 4.91558, 2.45513, 0.78564, 11.00000, 427713.00000, 37851.00000, 143329.72727, 10742186899.10744, 103644.52180, 1.08598, -0.90211, 0.74373, 1.15838, 0.00000
-2.20355, 3.47499, 2.68919, 4.91558, 2.13592, 0.99193, 34.00000, 495075.00000, 26974.00000, 135102.79412, 13209807360.63408, 114933.92606, 1.08598, -0.56481, 0.87972, 0.68510, 0.00000
-2.83550, 2.83550, 2.83550, 4.91123, 2.35619, 0.95532, 33.00000, 346971.00000, 20546.00000, 101848.39394, 5422454182.23875, 73637.31515, 1.14286, -1.00000, 1.00000, 1.00000, 0.03030
