-2.75567, 4.02561, 0.70086, 4.92853, 2.17107, 1.42811, 32.00000, 480585.00000, 23850.00000, 197491.81250, 15208241782.02734, 123321.70037, 0.90081, -1.37444, 1.98030, 0.39414, 0.50000
-3.48430, 3.15040, 1.49161, 4.92852, 2.40648, 1.26333, 36.00000, 498207.00000, 41884.00000, 198274.77778, 16400835818.17284, 128065.74803, 0.91102, -2.88604, 2.59457, 1.29147, 0.47222
-2.21782, 3.93313, 1.97536, 4.92852, 2.08423, 1.15840, 32.00000, 491900.00000, 32859.00000, 229827.28125, 14547681262.95215, 120613.76896, 0.91102, -0.60432, 1.05443, 0.54989, 0.53125
-2.85909, 3.75484, 1.40973, 4.92550, 2.22158, 1.28053, 24.00000, 470365.00000, 32611.00000, 224917.08333, 17984985768.57639, 134108.11224, 0.94766, -1.25387, 1.66465, 0.58922, 0.62500
-3.93313, 1.97536, 2.21782, 4.92852, 2.67616, 1.10403, 69.00000, 491860.00000, 26257.00000, 166860.50725, 15254812883.67024, 123510.37561, 0.91102, -10.56672, 5.51065, 6.05607, 0.36232
-4.02561, 0.70086, 2.75567, 4.92853, 2.96922, 0.97747, 59.00000, 490575.00000, 20570.00000, 162643.28814, 15486809108.88308, 124446.00881, 0.90081, 9.35336, -1.86160, -6.49176, 0.18644
-3.15040, 1.49161, 3.48430, 4.92852, 2.69940, 0.78559, 56.00000, 456427.00000, 24426.00000, 163149.39286, 13034514010.20281, 114168.79613, 0.91102, -1.63909, 0.81587, 1.82322, 0.10714
-3.75484, 1.40973, 2.85909, 4.92550, 2.78243, 0.95149, 53.00000, 474356.00000, 37083.00000, 160755.30189, 10482205603.79566, 102382.64308, 0.94766, -9.32863, 3.30198, 7.02665, 0.18868
-1.49161, 3.48430, 3.15040, 4.92852, 1.97528, 0.87732, 17.00000, 475791.00000, 75666.00000, 261867.58824, 13541793834.59516, 116369.21343, 0.91102, -0.30829, 0.68893, 0.61936, 0.47059
-1.97536, 2.21782, 3.93313, 4.92852, 2.29844, 0.64677, 24.00000, 464747.00000, 41728.00000, 235766.50000, 18986997436.08333, 137793.31419, 0.91102, -0.49591, 0.54500, 0.95092, 0.16667
-0.70086, 2.75567, 4.02561, 4.92853, 1.81985, 0.61496, 19.00000, 488557.00000, 76202.00000, 271744.94737, 15859570572.15513, 125934.78698, 0.90081, -0.13313, 0.46424, 0.66888, 0.21053
-1.40973, 2.85909, 3.75484, 4.92550, 2.02888, 0.70390, 21.00000, 483567.00000, 34391.00000, 203261.04762, 17697900570.23583, 133033.45658, 0.94766, -0.25296, 0.53830, 0.71466, 0.23810
-3.47499, 2.68919, 2.20355, 4.91558, 2.48299, 1.10596, 36.00000, 486419.00000, 38105.00000, 192487.83333, 17357156676.91667, 131746.56230, 1.08598, -2.37638, 1.85065, 1.52573, 0.30556
