-2.75567, 4.02561, 0.70086, 4.92853, 2.17107, 1.42811, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -0.76653, -1.37444, 1.98030, 0.39414, -2.85909, 3.75484, 1.40973, 4.92550, 2.22158, 1.28053, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 1.00000, 0.26073, 0.26073, 0.26073, 0.00000, 0.00000, -2.89439, 3.83536, 1.36424, 1.00000, 0.26073, 0.26073, 0.26073, 0.00000, 0.00000, -2.89439, 3.83536, 1.36424, -0.19150, -1.25387, 1.66465, 0.58922, -2.05481, 4.45876, 0.43315, 4.92853, 2.00263, 1.48280, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 1.00000, 0.28216, 0.28216, 0.28216, 0.00000, 0.00000, -2.26828, 4.40498, 0.67033, 3.00000, 0.44771, 0.28216, 0.37125, 0.00465, 0.06817, -2.21131, 4.44714, 0.34376, -0.76653, -0.65917, 1.49537, 0.16379, -3.18882, 3.75791, 0.00000, 4.92853, 2.27446, 1.57080, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 1.00000, 0.29569, 0.29569, 0.29569, 0.00000, 0.00000, -3.26455, 3.76980, -0.07344, 4.00000, 0.48330, 0.29569, 0.41130, 0.00525, 0.07244, -3.11936, 3.87774, -0.17749, -0.76653, -7.64229, 8.64229, 0.00000
-3.48430, 3.15040, 1.49161, 4.92852, 2.40648, 1.26333, 2.00000, 0.15805, 0.12483, 0.14144, 0.00028, 0.01661, -3.66023, 2.91617, 1.70688, 3.00000, 0.17257, 0.12483, 0.15182, 0.00040, 0.01998, -3.52410, 3.11679, 1.60292, 7.00000, 0.44938, 0.12483, 0.29109, 0.01555, 0.12470, -3.58806, 3.11667, 1.45943, -0.64123, -2.88604, 2.59457, 1.29147, -2.85909, 3.75484, 1.40973, 4.92550, 2.22158, 1.28053, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 1.00000, 0.26073, 0.26073, 0.26073, 0.00000, 0.00000, -2.89439, 3.83536, 1.36424, 1.00000, 0.26073, 0.26073, 0.26073, 0.00000, 0.00000, -2.89439, 3.83536, 1.36424, -0.19150, -1.25387, 1.66465, 0.58922, -3.47499, 2.68919, 2.20355, 4.91558, 2.48299, 1.10596, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 1.00000, 0.49799, 0.49799, 0.49799, 0.00000, 0.00000, -3.52168, 2.51283, 2.48976, 1.50586, -2.37638, 1.85065, 1.52573, -3.92241, 2.87963, 0.78273, 4.92852, 2.50831, 1.41130, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 1.00000, 0.30729, 0.30729, 0.30729, 0.00000, 0.00000, -3.89231, 2.90314, 1.18309, 2.00000, 0.43706, 0.30729, 0.37218, 0.00421, 0.06488, -3.86785, 2.96354, 1.09271, -0.64123, 10.75154, -7.66476, -2.08678
-2.21782, 3.93313, 1.97536, 4.92852, 2.08423, 1.15840, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 1.00000, 0.49425, 0.49425, 0.49425, 0.00000, 0.00000, -2.15063, 4.21611, 1.59291, -0.64123, -0.60432, 1.05443, 0.54989, -2.85909, 3.75484, 1.40973, 4.92550, 2.22158, 1.28053, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 1.00000, 0.26073, 0.26073, 0.26073, 0.00000, 0.00000, -2.89439, 3.83536, 1.36424, 1.00000, 0.26073, 0.26073, 0.26073, 0.00000, 0.00000, -2.89439, 3.83536, 1.36424, -0.19150, -1.25387, 1.66465, 0.58922, -2.20355, 3.47499, 2.68919, 4.91558, 2.13592, 0.99193, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 3.00000, 0.31375, 0.17696, 0.24689, 0.00312, 0.05589, -2.32312, 3.45606, 2.73390, 3.00000, 0.31375, 0.17696, 0.24689, 0.00312, 0.05589, -2.32312, 3.45606, 2.73390, 1.50586, -0.56481, 0.87972, 0.68510, -1.50894, 4.37124, 1.70460, 4.92852, 1.90319, 1.21764, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 1.00000, 0.22312, 0.22312, 0.22312, 0.00000, 0.00000, -1.45872, 4.22645, 2.22272, 1.00000, 0.22312, 0.22312, 0.22312, 0.00000, 0.00000, -1.45872, 4.22645, 2.22272, -0.64123, -0.30980, 0.93889, 0.37091
-2.85909, 3.75484, 1.40973, 4.92550, 2.22158, 1.28053, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 1.00000, 0.26073, 0.26073, 0.26073, 0.00000, 0.00000, -2.89439, 3.83536, 1.36424, 1.00000, 0.26073, 0.26073, 0.26073, 0.00000, 0.00000, -2.89439, 3.83536, 1.36424, -0.19150, -1.25387, 1.66465, 0.58922, -2.75567, 4.02561, 0.70086, 4.92853, 2.17107, 1.42811, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -0.76653, -1.37444, 1.98030, 0.39414, -3.48430, 3.15040, 1.49161, 4.92852, 2.40648, 1.26333, 2.00000, 0.15805, 0.12483, 0.14144, 0.00028, 0.01661, -3.66023, 2.91617, 1.70688, 3.00000, 0.17257, 0.12483, 0.15182, 0.00040, 0.01998, -3.52410, 3.11679, 1.60292, 7.00000, 0.44938, 0.12483, 0.29109, 0.01555, 0.12470, -3.58806, 3.11667, 1.45943, -0.64123, -2.88604, 2.59457, 1.29147, -2.21782, 3.93313, 1.97536, 4.92852, 2.08423, 1.15840, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 1.00000, 0.49425, 0.49425, 0.49425, 0.00000, 0.00000, -2.15063, 4.21611, 1.59291, -0.64123, -0.60432, 1.05443, 0.54989
-3.93313, 1.97536, 2.21782, 4.92852, 2.67616, 1.10403, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 2.00000, 0.22184, 0.17634, 0.19909, 0.00052, 0.02275, -3.88586, 2.16243, 2.25013, 2.00000, 0.22184, 0.17634, 0.19909, 0.00052, 0.02275, -3.88586, 2.16243, 2.25013, -0.64123, -10.56672, 5.51065, 6.05607, -3.75484, 1.40973, 2.85909, 4.92550, 2.78243, 0.95149, 1.00000, 0.15015, 0.15015, 0.15015, 0.00000, 0.00000, -3.99352, 1.15108, 2.75788, 4.00000, 0.24773, 0.15015, 0.20303, 0.00122, 0.03486, -3.83771, 1.43948, 2.82911, 4.00000, 0.24773, 0.15015, 0.20303, 0.00122, 0.03486, -3.83771, 1.43948, 2.82911, -0.19150, -9.32863, 3.30198, 7.02665, -3.47499, 2.68919, 2.20355, 4.91558, 2.48299, 1.10596, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 1.00000, 0.49799, 0.49799, 0.49799, 0.00000, 0.00000, -3.52168, 2.51283, 2.48976, 1.50586, -2.37638, 1.85065, 1.52573, -4.37124, 1.70460, 1.50894, 4.92852, 2.76977, 1.25963, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 1.00000, 0.17938, 0.17938, 0.17938, 0.00000, 0.00000, -4.34680, 2.10185, 1.26569, 4.00000, 0.40479, 0.17938, 0.32510, 0.00751, 0.08665, -4.47771, 1.72870, 1.34970, -0.64123, 3.63662, -1.43665, -1.19997
-4.02561, 0.70086, 2.75567, 4.92853, 2.96922, 0.97747, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 3.00000, 0.32235, 0.19681, 0.26385, 0.00266, 0.05161, -4.11457, 0.71070, 2.70128, 4.00000, 0.36235, 0.19681, 0.28848, 0.00382, 0.06178, -4.15182, 0.55584, 2.67788, -0.76653, 9.35336, -1.86160, -6.49176, -3.75484, 1.40973, 2.85909, 4.92550, 2.78243, 0.95149, 1.00000, 0.15015, 0.15015, 0.15015, 0.00000, 0.00000, -3.99352, 1.15108, 2.75788, 4.00000, 0.24773, 0.15015, 0.20303, 0.00122, 0.03486, -3.83771, 1.43948, 2.82911, 4.00000, 0.24773, 0.15015, 0.20303, 0.00122, 0.03486, -3.83771, 1.43948, 2.82911, -0.19150, -9.32863, 3.30198, 7.02665, -4.45876, 0.43315, 2.05481, 4.92853, 3.04475, 1.14074, 1.00000, 0.12133, 0.12133, 0.12133, 0.00000, 0.00000, -4.34162, 1.01962, 2.25795, 2.00000, 0.32417, 0.12133, 0.22275, 0.01029, 0.10142, -4.51984, 0.72168, 1.95013, 2.00000, 0.32417, 0.12133, 0.22275, 0.01029, 0.10142, -4.51984, 0.72168, 1.95013, -0.76653, 2.22389, -0.24359, -0.98030, -3.75791, 0.00000, 3.18882, 4.92853, 3.14159, 0.86714, 1.00000, 0.03544, 0.03544, 0.03544, 0.00000, 0.00000, -3.74635, -0.14480, 3.30349, 4.00000, 0.28512, 0.03544, 0.18174, 0.00826, 0.09090, -3.86165, 0.08221, 3.14861, 6.00000, 0.49390, 0.03544, 0.27484, 0.02320, 0.15233, -3.76899, 0.13256, 3.24630, -0.76653, 8.64229, -0.00000, -7.64229
-3.15040, 1.49161, 3.48430, 4.92852, 2.69940, 0.78559, 1.00000, 0.12265, 0.12265, 0.12265, 0.00000, 0.00000, -3.50826, 0.79689, 3.44106, 3.00000, 0.32340, 0.12265, 0.24662, 0.00783, 0.08849, -3.21660, 1.21550, 3.58944, 3.00000, 0.32340, 0.12265, 0.24662, 0.00783, 0.08849, -3.21660, 1.21550, 3.58944, -0.64123, -1.63909, 0.81587, 1.82322, -3.75484, 1.40973, 2.85909, 4.92550, 2.78243, 0.95149, 1.00000, 0.15015, 0.15015, 0.15015, 0.00000, 0.00000, -3.99352, 1.15108, 2.75788, 4.00000, 0.24773, 0.15015, 0.20303, 0.00122, 0.03486, -3.83771, 1.43948, 2.82911, 4.00000, 0.24773, 0.15015, 0.20303, 0.00122, 0.03486, -3.83771, 1.43948, 2.82911, -0.19150, -9.32863, 3.30198, 7.02665, -2.68919, 2.20355, 3.47499, 4.91558, 2.45513, 0.78564, 1.00000, 0.15231, 0.15231, 0.15231, 0.00000, 0.00000, -2.68411, 2.20637, 3.59344, 3.00000, 0.25560, 0.15231, 0.22087, 0.00235, 0.04848, -2.68910, 2.27888, 3.53194, 3.00000, 0.25560, 0.15231, 0.22087, 0.00235, 0.04848, -2.68910, 2.27888, 3.53194, 1.50586, -0.90211, 0.74373, 1.15838, -2.87963, 0.78273, 3.92241, 4.92852, 2.87619, 0.65037, 8.00000, 0.13891, 0.04156, 0.09852, 0.00115, 0.03390, -2.99177, 0.65815, 3.92829, 12.00000, 0.31658, 0.04156, 0.14540, 0.00621, 0.07880, -2.95211, 0.67775, 3.95520, 13.00000, 0.41679, 0.04156, 0.16627, 0.01096, 0.10470, -2.96421, 0.69253, 3.94368, -0.64123, -1.48153, 0.40335, 2.07817
-3.75484, 1.40973, 2.85909, 4.92550, 2.78243, 0.95149, 1.00000, 0.15015, 0.15015, 0.15015, 0.00000, 0.00000, -3.99352, 1.15108, 2.75788, 4.00000, 0.24773, 0.15015, 0.20303, 0.00122, 0.03486, -3.83771, 1.43948, 2.82911, 4.00000, 0.24773, 0.15015, 0.20303, 0.00122, 0.03486, -3.83771, 1.43948, 2.82911, -0.19150, -9.32863, 3.30198, 7.02665, -3.93313, 1.97536, 2.21782, 4.92852, 2.67616, 1.10403, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 2.00000, 0.22184, 0.17634, 0.19909, 0.00052, 0.02275, -3.88586, 2.16243, 2.25013, 2.00000, 0.22184, 0.17634, 0.19909, 0.00052, 0.02275, -3.88586, 2.16243, 2.25013, -0.64123, -10.56672, 5.51065, 6.05607, -4.02561, 0.70086, 2.75567, 4.92853, 2.96922, 0.97747, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 3.00000, 0.32235, 0.19681, 0.26385, 0.00266, 0.05161, -4.11457, 0.71070, 2.70128, 4.00000, 0.36235, 0.19681, 0.28848, 0.00382, 0.06178, -4.15182, 0.55584, 2.67788, -0.76653, 9.35336, -1.86160, -6.49176, -3.15040, 1.49161, 3.48430, 4.92852, 2.69940, 0.78559, 1.00000, 0.12265, 0.12265, 0.12265, 0.00000, 0.00000, -3.50826, 0.79689, 3.44106, 3.00000, 0.32340, 0.12265, 0.24662, 0.00783, 0.08849, -3.21660, 1.21550, 3.58944, 3.00000, 0.32340, 0.12265, 0.24662, 0.00783, 0.08849, -3.21660, 1.21550, 3.58944, -0.64123, -1.63909, 0.81587, 1.82322
-1.49161, 3.48430, 3.15040, 4.92852, 1.97528, 0.87732, 1.00000, 0.15131, 0.15131, 0.15131, 0.00000, 0.00000, -1.81452, 3.39099, 3.19470, 4.00000, 0.25072, 0.15131, 0.21475, 0.00150, 0.03874, -1.44542, 3.46820, 3.27584, 4.00000, 0.25072, 0.15131, 0.21475, 0.00150, 0.03874, -1.44542, 3.46820, 3.27584, -0.64123, -0.30829, 0.68893, 0.61936, -1.40973, 2.85909, 3.75484, 4.92550, 2.02888, 0.70390, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 2.00000, 0.24243, 0.17543, 0.20893, 0.00112, 0.03350, -1.40495, 2.85873, 3.84177, 2.00000, 0.24243, 0.17543, 0.20893, 0.00112, 0.03350, -1.40495, 2.85873, 3.84177, -0.19150, -0.25296, 0.53830, 0.71466, -2.20355, 3.47499, 2.68919, 4.91558, 2.13592, 0.99193, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 3.00000, 0.31375, 0.17696, 0.24689, 0.00312, 0.05589, -2.32312, 3.45606, 2.73390, 3.00000, 0.31375, 0.17696, 0.24689, 0.00312, 0.05589, -2.32312, 3.45606, 2.73390, 1.50586, -0.56481, 0.87972, 0.68510, -0.78273, 3.92241, 2.87963, 4.92852, 1.76776, 0.94680, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 1.00000, 0.20553, 0.20553, 0.20553, 0.00000, 0.00000, -0.57539, 4.27414, 2.52317, 3.00000, 0.40273, 0.20553, 0.33216, 0.00805, 0.08973, -0.61946, 4.08952, 2.77145, -0.64123, -0.12779, 0.65841, 0.46938
-1.97536, 2.21782, 3.93313, 4.92852, 2.29844, 0.64677, 2.00000, 0.14241, 0.06610, 0.10426, 0.00146, 0.03815, -2.18652, 1.90614, 4.05241, 3.00000, 0.29971, 0.06610, 0.16941, 0.00946, 0.09726, -2.13594, 1.91789, 4.07108, 6.00000, 0.38068, 0.06610, 0.26878, 0.01471, 0.12128, -2.12371, 2.02574, 4.02122, -0.64123, -0.49591, 0.54500, 0.95092, -1.40973, 2.85909, 3.75484, 4.92550, 2.02888, 0.70390, 0.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, -1.00000, 2.00000, 0.24243, 0.17543, 0.20893, 0.00112, 0.03350, -1.40495, 2.85873, 3.84177, 2.00000, 0.24243, 0.17543, 0.20893, 0.00112, 0.03350, -1.40495, 2.85873, 3.84177, -0.19150, -0.25296, 0.53830, 0.71466, -2.68919, 2.20355, 3.47499, 4.91558, 2.45513, 0.78564, 1.00000, 0.15231, 0.15231, 0.15231, 0.00000, 0.00000, -2.68411, 2.20637, 3.59344, 3.00000, 0.25560, 0.15231, 0.22087, 0.00235, 0.04848, -2.68910, 2.27888, 3.53194, 3.00000, 0.25560, 0.15231, 0.22087, 0.00235, 0.04848, -2.68910, 2.27888, 3.53194, 1.50586, -0.90211, 0.74373, 1.15838, -1.70460, 1.50894, 4.37124, 4.92852, 2.41700, 0.48015, 10.00000, 0.14540, 0.04933, 0.09771, 0.00072, 0.02678, -1.58819, 1.38622, 4.50663, 14.00000, 0.33129, 0.04933, 0.14628, 0.00714, 0.08451, -1.62790, 1.40575, 4.49161, 15.00000, 0.34958, 0.04933, 0.15983, 0.00924, 0.09611, -1.64118, 1.38651, 4.49327, -0.64123, -0.42255, 0.35294, 1.06961
