-2.75567, 4.02561, 0.70086, 4.92853, 2.17107, 1.42811, 45.00000, 0.16646, 0.01420, 0.08448, 0.00191, 0.04374, -2.80609, 4.03444, 0.75930, 57.00000, 0.32541, 0.01420, 0.11095, 0.00471, 0.06862, -2.81289, 4.03381, 0.74965, 65.00000, 0.48363, 0.01420, 0.14659, 0.01350, 0.11621, -2.78949, 4.04687, 0.76191, -0.76653, -1.37444, 1.98030, 0.39414, -2.85909, 3.75484, 1.40973, 4.92550, 2.22158, 1.28053, 50.00000, 0.15932, 0.01445, 0.07212, 0.00185, 0.04305, -2.88985, 3.73315, 1.58412, 67.00000, 0.32101, 0.01445, 0.11164, 0.00646, 0.08039, -2.88099, 3.75094, 1.54907, 70.00000, 0.49886, 0.01445, 0.12593, 0.01089, 0.10434, -2.87977, 3.75424, 1.54304, -0.19150, -1.25387, -2.05481, 4.45876, 0.43315, 4.92853, 2.00263, 1.48280, 22.00000, 0.15607, 0.02180, 0.07817, 0.00191, 0.04373, -2.06916, 4.50355, 0.45794, 41.00000, 0.28747, 0.02180, 0.14688, 0.00702, 0.08376, -2.07017, 4.50158, 0.47014, 47.00000, 0.47516, 0.02180, 0.18253, 0.01493, 0.12218, -2.08715, 4.49698, 0.43875, -0.76653, -0.65917, -3.18882, 3.75791, 0.00000, 4.92853, 2.27446, 1.57080, 43.00000, 0.16218, 0.01955, 0.07396, 0.00154, 0.03924, -3.22994, 3.78337, 0.01626, 55.00000, 0.33063, 0.01955, 0.10892, 0.00634, 0.07959, -3.20308, 3.80549, 0.00578, 60.00000, 0.49554, 0.01955, 0.13452, 0.01323, 0.11502, -3.21315, 3.79701, -0.00589, -0.76653, -7.64229
-3.48430, 3.15040, 1.49161, 4.92852, 2.40648, 1.26333, 90.00000, 0.16335, 0.00867, 0.07422, 0.00168, 0.04096, -3.54200, 3.15574, 1.48463, 111.00000, 0.32070, 0.00867, 0.10226, 0.00519, 0.07205, -3.52530, 3.17477, 1.48303, 114.00000, 0.48551, 0.00867, 0.10982, 0.00729, 0.08540, -3.52429, 3.17526, 1.48204, -0.64123, -2.88604, 2.59457, 1.29147, -2.85909, 3.75484, 1.40973, 4.92550, 2.22158, 1.28053, 50.00000, 0.15932, 0.01445, 0.07212, 0.00185, 0.04305, -2.88985, 3.73315, 1.58412, 67.00000, 0.32101, 0.01445, 0.11164, 0.00646, 0.08039, -2.88099, 3.75094, 1.54907, 70.00000, 0.49886, 0.01445, 0.12593, 0.01089, 0.10434, -2.87977, 3.75424, 1.54304, -0.19150, -1.25387, -3.47499, 2.68919, 2.20355, 4.91558, 2.48299, 1.10596, 56.00000, 0.13926, 0.01007, 0.07234, 0.00138, 0.03709, -3.41415, 2.80712, 2.28397, 77.00000, 0.32684, 0.01007, 0.11682, 0.00680, 0.08249, -3.43493, 2.76935, 2.29912, 84.00000, 0.43000, 0.01007, 0.13859, 0.01154, 0.10742, -3.44455, 2.76279, 2.29311, 1.50586, -2.37638, -3.92241, 2.87963, 0.78273, 4.92852, 2.50831, 1.41130, 60.00000, 0.16129, 0.01914, 0.07610, 0.00139, 0.03722, -3.98477, 2.87724, 0.75466, 76.00000, 0.33021, 0.01914, 0.10871, 0.00558, 0.07468, -3.98117, 2.86968, 0.79934, 83.00000, 0.45529, 0.01914, 0.13345, 0.01192, 0.10918, -3.98651, 2.86050, 0.81040, -0.64123, 10.75154
-2.21782, 3.93313, 1.97536, 4.92852, 2.08423, 1.15840, 40.00000, 0.16202, 0.02124, 0.08641, 0.00175, 0.04184, -2.26992, 3.95033, 1.98722, 54.00000, 0.33310, 0.02124, 0.12128, 0.00557, 0.07461, -2.27018, 3.93893, 2.00610, 58.00000, 0.49167, 0.02124, 0.14108, 0.01078, 0.10383, -2.27326, 3.94420, 1.99584, -0.64123, -0.60432, 1.05443, 0.54989, -2.85909, 3.75484, 1.40973, 4.92550, 2.22158, 1.28053, 50.00000, 0.15932, 0.01445, 0.07212, 0.00185, 0.04305, -2.88985, 3.73315, 1.58412, 67.00000, 0.32101, 0.01445, 0.11164, 0.00646, 0.08039, -2.88099, 3.75094, 1.54907, 70.00000, 0.49886, 0.01445, 0.12593, 0.01089, 0.10434, -2.87977, 3.75424, 1.54304, -0.19150, -1.25387, -2.20355, 3.47499, 2.68919, 4.91558, 2.13592, 0.99193, 32.00000, 0.16377, 0.02433, 0.08723, 0.00142, 0.03773, -2.39811, 3.41092, 2.71971, 48.00000, 0.30443, 0.02433, 0.13912, 0.00694, 0.08328, -2.37525, 3.41576, 2.73188, 53.00000, 0.43435, 0.02433, 0.16356, 0.01209, 0.10997, -2.35790, 3.41381, 2.74948, 1.50586, -0.56481, -1.50894, 4.37124, 1.70460, 4.92852, 1.90319, 1.21764, 25.00000, 0.16035, 0.02419, 0.09381, 0.00120, 0.03469, -1.61280, 4.40151, 1.67191, 31.00000, 0.30212, 0.02419, 0.11976, 0.00409, 0.06397, -1.56388, 4.40143, 1.70868, 37.00000, 0.43472, 0.02419, 0.16278, 0.01314, 0.11462, -1.59332, 4.38878, 1.71381, -0.64123, -0.30980
-2.85909, 3.75484, 1.40973, 4.92550, 2.22158, 1.28053, 50.00000, 0.15932, 0.01445, 0.07212, 0.00185, 0.04305, -2.88985, 3.73315, 1.58412, 67.00000, 0.32101, 0.01445, 0.11164, 0.00646, 0.08039, -2.88099, 3.75094, 1.54907, 70.00000, 0.49886, 0.01445, 0.12593, 0.01089, 0.10434, -2.87977, 3.75424, 1.54304, -0.19150, -1.25387, 1.66465, 0.58922, -2.75567, 4.02561, 0.70086, 4.92853, 2.17107, 1.42811, 45.00000, 0.16646, 0.01420, 0.08448, 0.00191, 0.04374, -2.80609, 4.03444, 0.75930, 57.00000, 0.32541, 0.01420, 0.11095, 0.00471, 0.06862, -2.81289, 4.03381, 0.74965, 65.00000, 0.48363, 0.01420, 0.14659, 0.01350, 0.11621, -2.78949, 4.04687, 0.76191, -0.76653, -1.37444, -3.48430, 3.15040, 1.49161, 4.92852, 2.40648, 1.26333, 90.00000, 0.16335, 0.00867, 0.07422, 0.00168, 0.04096, -3.54200, 3.15574, 1.48463, 111.00000, 0.32070, 0.00867, 0.10226, 0.00519, 0.07205, -3.52530, 3.17477, 1.48303, 114.00000, 0.48551, 0.00867, 0.10982, 0.00729, 0.08540, -3.52429, 3.17526, 1.48204, -0.64123, -2.88604, -2.21782, 3.93313, 1.97536, 4.92852, 2.08423, 1.15840, 40.00000, 0.16202, 0.02124, 0.08641, 0.00175, 0.04184, -2.26992, 3.95033, 1.98722, 54.00000, 0.33310, 0.02124, 0.12128, 0.00557, 0.07461, -2.27018, 3.93893, 2.00610, 58.00000, 0.49167, 0.02124, 0.14108, 0.01078, 0.10383, -2.27326, 3.94420, 1.99584, -0.64123, -0.60432
-3.93313, 1.97536, 2.21782, 4.92852, 2.67616, 1.10403, 75.00000, 0.16326, 0.01765, 0.07996, 0.00171, 0.04131, -3.95519, 2.01632, 2.23189, 100.00000, 0.31895, 0.01765, 0.11744, 0.00596, 0.07720, -3.95023, 2.00809, 2.25138, 110.00000, 0.48647, 0.01765, 0.14372, 0.01258, 0.11218, -3.95360, 2.00827, 2.24593, -0.64123, -10.56672, 5.51065, 6.05607, -3.75484, 1.40973, 2.85909, 4.92550, 2.78243, 0.95149, 59.00000, 0.16264, 0.02788, 0.08138, 0.00147, 0.03840, -3.78443, 1.46693, 2.87898, 85.00000, 0.33013, 0.02788, 0.12750, 0.00649, 0.08054, -3.77157, 1.48787, 2.88542, 93.00000, 0.49212, 0.02788, 0.15396, 0.01356, 0.11644, -3.76400, 1.49978, 2.88978, -0.19150, -9.32863, -3.47499, 2.68919, 2.20355, 4.91558, 2.48299, 1.10596, 56.00000, 0.13926, 0.01007, 0.07234, 0.00138, 0.03709, -3.41415, 2.80712, 2.28397, 77.00000, 0.32684, 0.01007, 0.11682, 0.00680, 0.08249, -3.43493, 2.76935, 2.29912, 84.00000, 0.43000, 0.01007, 0.13859, 0.01154, 0.10742, -3.44455, 2.76279, 2.29311, 1.50586, -2.37638, -4.37124, 1.70460, 1.50894, 4.92852, 2.76977, 1.25963, 56.00000, 0.15715, 0.01619, 0.07744, 0.00160, 0.04004, -4.40404, 1.78867, 1.46411, 73.00000, 0.32129, 0.01619, 0.11408, 0.00627, 0.07919, -4.41179, 1.75934, 1.47294, 81.00000, 0.49824, 0.01619, 0.14388, 0.01413, 0.11886, -4.40929, 1.75593, 1.48334, -0.64123, 3.63662
-4.02561, 0.70086, 2.75567, 4.92853, 2.96922, 0.97747, 71.00000, 0.16440, 0.02068, 0.08310, 0.00188, 0.04336, -4.05585, 0.76856, 2.77847, 83.00000, 0.32152, 0.02068, 0.10644, 0.00516, 0.07187, -4.06197, 0.74313, 2.77688, 90.00000, 0.47560, 0.02068, 0.12996, 0.01144, 0.10696, -4.06095, 0.73312, 2.78002, -0.76653, 9.35336, -1.86160, -6.49176, -3.75484, 1.40973, 2.85909, 4.92550, 2.78243, 0.95149, 59.00000, 0.16264, 0.02788, 0.08138, 0.00147, 0.03840, -3.78443, 1.46693, 2.87898, 85.00000, 0.33013, 0.02788, 0.12750, 0.00649, 0.08054, -3.77157, 1.48787, 2.88542, 93.00000, 0.49212, 0.02788, 0.15396, 0.01356, 0.11644, -3.76400, 1.49978, 2.88978, -0.19150, -9.32863, -4.45876, 0.43315, 2.05481, 4.92853, 3.04475, 1.14074, 76.00000, 0.16475, 0.01562, 0.08109, 0.00178, 0.04218, -4.49964, 0.41471, 2.07864, 87.00000, 0.29859, 0.01562, 0.10014, 0.00421, 0.06490, -4.49199, 0.42780, 2.09263, 93.00000, 0.43424, 0.01562, 0.12039, 0.00992, 0.09958, -4.49122, 0.43106, 2.09467, -0.76653, 2.22389, -3.75791, 0.00000, 3.18882, 4.92853, 3.14159, 0.86714, 88.00000, 0.16591, 0.01277, 0.06727, 0.00124, 0.03527, -3.78729, -0.04507, 3.22488, 101.00000, 0.29597, 0.01277, 0.08988, 0.00476, 0.06897, -3.79577, -0.04279, 3.21393, 109.00000, 0.49638, 0.01277, 0.11484, 0.01246, 0.11162, -3.79058, -0.02946, 3.21929, -0.76653, 8.64229
-3.15040, 1.49161, 3.48430, 4.92852, 2.69940, 0.78559, 60.00000, 0.15838, 0.02243, 0.08160, 0.00137, 0.03707, -3.18162, 1.50653, 3.51373, 75.00000, 0.32611, 0.02243, 0.11157, 0.00516, 0.07180, -3.19623, 1.48410, 3.51060, 82.00000, 0.49849, 0.02243, 0.13845, 0.01267, 0.11257, -3.20231, 1.48882, 3.50285, -0.64123, -1.63909, 0.81587, 1.82322, -3.75484, 1.40973, 2.85909, 4.92550, 2.78243, 0.95149, 59.00000, 0.16264, 0.02788, 0.08138, 0.00147, 0.03840, -3.78443, 1.46693, 2.87898, 85.00000, 0.33013, 0.02788, 0.12750, 0.00649, 0.08054, -3.77157, 1.48787, 2.88542, 93.00000, 0.49212, 0.02788, 0.15396, 0.01356, 0.11644, -3.76400, 1.49978, 2.88978, -0.19150, -9.32863, -2.68919, 2.20355, 3.47499, 4.91558, 2.45513, 0.78564, 36.00000, 0.16301, 0.02347, 0.08960, 0.00154, 0.03928, -2.77293, 2.27952, 3.44417, 53.00000, 0.33083, 0.02347, 0.14049, 0.00755, 0.08690, -2.79216, 2.26999, 3.43344, 57.00000, 0.48246, 0.02347, 0.15910, 0.01181, 0.10865, -2.77475, 2.25777, 3.45494, 1.50586, -0.90211, -2.87963, 0.78273, 3.92241, 4.92852, 2.87619, 0.65037, 61.00000, 0.15167, 0.01479, 0.07835, 0.00146, 0.03825, -2.89527, 0.82560, 3.95710, 74.00000, 0.30043, 0.01479, 0.10683, 0.00545, 0.07383, -2.88684, 0.83744, 3.96073, 80.00000, 0.49409, 0.01479, 0.12955, 0.01162, 0.10780, -2.87503, 0.85134, 3.96666, -0.64123, -1.48153
-3.75484, 1.40973, 2.85909, 4.92550, 2.78243, 0.95149, 59.00000, 0.16264, 0.02788, 0.08138, 0.00147, 0.03840, -3.78443, 1.46693, 2.87898, 85.00000, 0.33013, 0.02788, 0.12750, 0.00649, 0.08054, -3.77157, 1.48787, 2.88542, 93.00000, 0.49212, 0.02788, 0.15396, 0.01356, 0.11644, -3.76400, 1.49978, 2.88978, -0.19150, -9.32863, 3.30198, 7.02665, -3.93313, 1.97536, 2.21782, 4.92852, 2.67616, 1.10403, 75.00000, 0.16326, 0.01765, 0.07996, 0.00171, 0.04131, -3.95519, 2.01632, 2.23189, 100.00000, 0.31895, 0.01765, 0.11744, 0.00596, 0.07720, -3.95023, 2.00809, 2.25138, 110.00000, 0.48647, 0.01765, 0.14372, 0.01258, 0.11218, -3.95360, 2.00827, 2.24593, -0.64123, -10.56672, -4.02561, 0.70086, 2.75567, 4.92853, 2.96922, 0.97747, 71.00000, 0.16440, 0.02068, 0.08310, 0.00188, 0.04336, -4.05585, 0.76856, 2.77847, 83.00000, 0.32152, 0.02068, 0.10644, 0.00516, 0.07187, -4.06197, 0.74313, 2.77688, 90.00000, 0.47560, 0.02068, 0.12996, 0.01144, 0.10696, -4.06095, 0.73312, 2.78002, -0.76653, 9.35336, -3.15040, 1.49161, 3.48430, 4.92852, 2.69940, 0.78559, 60.00000, 0.15838, 0.02243, 0.08160, 0.00137, 0.03707, -3.18162, 1.50653, 3.51373, 75.00000, 0.32611, 0.02243, 0.11157, 0.00516, 0.07180, -3.19623, 1.48410, 3.51060, 82.00000, 0.49849, 0.02243, 0.13845, 0.01267, 0.11257, -3.20231, 1.48882, 3.50285, -0.64123, -1.63909
-1.49161, 3.48430, 3.15040, 4.92852, 1.97528, 0.87732, 26.00000, 0.16312, 0.03108, 0.08962, 0.00103, 0.03213, -1.54965, 3.49021, 3.18841, 36.00000, 0.30678, 0.03108, 0.12863, 0.00525, 0.07249, -1.53132, 3.46570, 3.22241, 40.00000, 0.44484, 0.03108, 0.15779, 0.01241, 0.11141, -1.53042, 3.47858, 3.21021, -0.64123, -0.30829, 0.68893, 0.61936, -1.40973, 2.85909, 3.75484, 4.92550, 2.02888, 0.70390, 20.00000, 0.16478, 0.03741, 0.10319, 0.00180, 0.04246, -1.44179, 2.82518, 3.83169, 25.00000, 0.26404, 0.03741, 0.12386, 0.00340, 0.05827, -1.42994, 2.83342, 3.83094, 29.00000, 0.48983, 0.03741, 0.16248, 0.01271, 0.11276, -1.47346, 2.83438, 3.81355, -0.19150, -0.25296, -2.20355, 3.47499, 2.68919, 4.91558, 2.13592, 0.99193, 32.00000, 0.16377, 0.02433, 0.08723, 0.00142, 0.03773, -2.39811, 3.41092, 2.71971, 48.00000, 0.30443, 0.02433, 0.13912, 0.00694, 0.08328, -2.37525, 3.41576, 2.73188, 53.00000, 0.43435, 0.02433, 0.16356, 0.01209, 0.10997, -2.35790, 3.41381, 2.74948, 1.50586, -0.56481, -0.78273, 3.92241, 2.87963, 4.92852, 1.76776, 0.94680, 16.00000, 0.16043, 0.05744, 0.10620, 0.00161, 0.04011, -0.85234, 3.97434, 2.87492, 23.00000, 0.29991, 0.05744, 0.14530, 0.00528, 0.07265, -0.76738, 3.98210, 2.88168, 29.00000, 0.45259, 0.05744, 0.19621, 0.01443, 0.12011, -0.77069, 3.96135, 2.91067, -0.64123, -0.12779
-1.97536, 2.21782, 3.93313, 4.92852, 2.29844, 0.64677, 35.00000, 0.14609, 0.03213, 0.08410, 0.00114, 0.03373, -2.09573, 2.27658, 3.88562, 46.00000, 0.32166, 0.03213, 0.12296, 0.00622, 0.07887, -2.07576, 2.27365, 3.89963, 53.00000, 0.49526, 0.03213, 0.16350, 0.01659, 0.12880, -2.07800, 2.26857, 3.90014, -0.64123, -0.49591, 0.54500, 0.95092, -1.40973, 2.85909, 3.75484, 4.92550, 2.02888, 0.70390, 20.00000, 0.16478, 0.03741, 0.10319, 0.00180, 0.04246, -1.44179, 2.82518, 3.83169, 25.00000, 0.26404, 0.03741, 0.12386, 0.00340, 0.05827, -1.42994, 2.83342, 3.83094, 29.00000, 0.48983, 0.03741, 0.16248, 0.01271, 0.11276, -1.47346, 2.83438, 3.81355, -0.19150, -0.25296, -2.68919, 2.20355, 3.47499, 4.91558, 2.45513, 0.78564, 36.00000, 0.16301, 0.02347, 0.08960, 0.00154, 0.03928, -2.77293, 2.27952, 3.44417, 53.00000, 0.33083, 0.02347, 0.14049, 0.00755, 0.08690, -2.79216, 2.26999, 3.43344, 57.00000, 0.48246, 0.02347, 0.15910, 0.01181, 0.10865, -2.77475, 2.25777, 3.45494, 1.50586, -0.90211, -1.70460, 1.50894, 4.37124, 4.92852, 2.41700, 0.48015, 31.00000, 0.15640, 0.03087, 0.08881, 0.00150, 0.03878, -1.79877, 1.41392, 4.41435, 44.00000, 0.31662, 0.03087, 0.13349, 0.00621, 0.07883, -1.78563, 1.42810, 4.41504, 51.00000, 0.45420, 0.03087, 0.17021, 0.01405, 0.11852, -1.78455, 1.43553, 4.41459, -0.64123, -0.42255
